CoreId,DTLB misses per 1000,"L1 ITLB miss,L2 ITLB hit per 1000","L1 ITLB miss,L2 ITLB miss per 1000",Retired Instructions
0,8.109569327138747,1.3545814568398056,0.016446451961292463,7188237334
1,7.419325825784898,0.008789000663475117,0.010341361157813284,2075548825
2,7.696306122717499,0.006732022607064854,0.00959831520748715,2045150589
3,7.616040113144814,0.05740077454415458,0.01914873786659287,2222757463
4,7.109064015839548,2.3269502810104714,0.001069178270933964,1351568806891
5,8.943440706344168,0.9940401367058361,0.08191619204476107,2607408800
6,8.562417311876784,0.5477887962023044,0.01795183243783231,2243057924
7,8.054209180524776,0.007244417923851957,0.006593364918859846,2064348048
8,7.836344299822286,0.008301288859860834,0.006671290817817747,1837425520
9,8.616129978587015,1.4281450095375872,0.09225098997166895,4228128068
10,7.698388600446332,0.012788714779478698,0.0881288252220136,2307894148
11,7.398187970670688,0.008279121597559365,0.047642053934390145,2257123510
12,6.29188201276152,0.006008663182075512,0.026515658136428383,2868192055
13,8.082364014381945,0.008121234463284598,0.01247945125718655,1824599458
14,7.491286771387515,0.006585841251954887,0.019323059570297244,2076120495
15,7.52452794431624,0.13667743855429826,0.031578274953585055,2386355813
16,8.293741596170449,0.21255522407572408,0.03044888584152185,2097186752
17,7.223347995195446,0.10009553741163973,0.06311622542824658,2153582523
18,7.968725928298051,0.006924262600632032,0.006122944327743077,2016676837
19,7.772474820575034,0.007034726997828104,0.004541271727104718,2073428010
20,8.241877010956156,0.009722348893770615,0.0080994056138656,1763462738
21,7.635643683854531,0.0072246110957641775,0.07967019675735526,2205793473
22,7.439657919483757,0.01503716455518991,0.12174939245780833,2408964793
23,7.814640234323896,0.18738617449609601,0.16287730786164584,2678255220
