CoreId,DTLB misses per 1000,"L1 ITLB miss,L2 ITLB hit per 1000","L1 ITLB miss,L2 ITLB miss per 1000",Retired Instructions
0,7.315215264552812,0.012447899493992734,0.10617075459395954,2957848432
1,8.113426333624831,0.059073614705483724,0.09764930827032538,2965520239
2,7.933252658194837,0.0291882995133844,0.12391397580781667,2727497022
3,8.661861647105265,2.1872770549727885,0.0027186332015565395,75070811275
4,9.568985884653472,2.7485796818725667,0.003817520054633748,476473200918
5,8.715085562679677,0.011859736483970068,0.08724292034875976,2395162830
6,7.696816380030342,0.03199892098839331,0.15633119132406786,2622963444
7,8.373806895707743,0.5931694201430401,0.11735731180111013,2704586490
8,7.279109974195523,0.028256763258773934,0.18745893430639402,2532207930
9,8.91147883325927,0.1653553904995073,0.08291720354423109,2640827122
10,8.116555830631787,0.012826418846153657,0.06616410192987417,2381880739
11,8.232330177055456,0.01682671836144123,0.07414505228364306,2325765438
12,8.602425315875452,0.024588500685944915,0.1415395445149149,2402586508
13,9.547201121537682,2.139135012159641,0.002899177927227525,100683368640
14,8.784838116123202,2.1822102613216123,0.00409353454391272,74045301621
15,8.661490880858702,0.01852994395427772,0.08445125688985154,2398010491
16,8.617546595584418,0.04806787197183459,0.0826631799487214,2371708905
17,8.08499071282943,0.011369154023850938,0.07745700444423796,2544340585
18,12.87298476212273,1.94790982695812,0.050369890326412606,11776896796
19,10.708819607989135,3.064065077503239,0.005966338812666474,123889880077
20,8.275174858966347,0.011836718700636028,0.07903998136487944,2121533901
21,8.088671883791074,0.013811476776664555,0.06777692687169772,2485831208
22,8.422038366475682,0.015942338927988842,0.07720862058476374,2278398431
23,9.433720965007254,0.3548674314630537,0.09962137138059313,2915077317
