CoreId,DTLB misses per 1000,"L1 ITLB miss,L2 ITLB hit per 1000","L1 ITLB miss,L2 ITLB miss per 1000",Retired Instructions
0,7.576142271189316,0.04660998036099973,0.1800197275870989,2009440881
1,8.646027952675935,0.041161842742784574,0.25610716347493184,1863813544
2,8.320257392586079,0.12296034803147263,0.2731248852565659,2056337706
3,8.046279848416606,0.023818810173516083,0.10483080275167728,1854626645
4,8.173218763516719,0.03991319821555284,0.11381461977926272,1695028287
5,8.218542968420572,0.013963123117589179,0.13371755885135428,1750181517
6,8.289997801250452,0.30759556112128944,0.2747592028999565,2278358626
7,9.465685863719756,1.3532396379834206,0.2738065996840718,3477600617
8,8.878451680762481,0.6600616776301854,0.27333021885644815,2074289489
9,8.42909161554839,1.7190342091830326,0.2546392395876957,3440973989
10,7.915130604488766,0.1926416427542358,0.19724988880711183,2394186394
11,8.608812098080922,0.6875320779202682,0.21335890046462458,2472491182
12,10.97892366833128,2.0619615014550257,0.06685044733489166,10884639206
13,9.151411609501146,0.030272179925000198,0.20039399629814955,1830294354
14,8.119556830004829,0.03669729899156306,0.21078367508791632,1976357988
15,7.959219619587638,0.01756187834118233,0.09879556779502761,1887098826
16,9.90142940926432,2.5146589241686037,0.0059969737656936665,858879528449
17,8.335688953664748,0.005939707804815623,0.11303878000237962,1703450798
18,8.36905881851601,0.6168458532034307,0.2582950055277911,2255858563
19,8.440935182946587,0.23306618525807857,0.299796967094143,2213401311
20,8.259504206245731,0.7823555195798533,0.3512245609101497,2426914558
21,8.126700039574962,0.199268518756121,0.2101989387366381,2075400583
22,7.662558704654012,1.49153013259702,0.3270071970429748,3011814446
23,8.175118403638253,2.069621890653306,0.07797824885290579,7285441881
