
AMDuProfPcm Report

System:,Family(0x17) Model(0x1) Stepping(0x2)
Number of sockets:,2
Number of nodes(die):,8
Number of core complexes(CCX):,16
Number of physical cores:,48
Number of logical cores (threads) :,96
SMT Enabled:,True
Number of logical cores sharing L3:,6

CPU Topology:
Socket, Die, CCX, Core(s)
0,0,0, 0 1 2 48 49 50
0,0,1, 3 4 5 51 52 53
0,1,2, 6 7 8 54 55 56
0,1,3, 9 10 11 57 58 59
0,2,4, 12 13 14 60 61 62
0,2,5, 15 16 17 63 64 65
0,3,6, 18 19 20 66 67 68
0,3,7, 21 22 23 69 70 71
1,4,8, 24 25 26 72 73 74
1,4,9, 27 28 29 75 76 77
1,5,10, 30 31 32 78 79 80
1,5,11, 33 34 35 81 82 83
1,6,12, 36 37 38 84 85 86
1,6,13, 39 40 41 87 88 89
1,7,14, 42 43 44 90 91 92
1,7,15, 45 46 47 93 94 95

P0 state frequency (MHz):,2000.000000
Measured DF Frequency (MHz):,998.833618
Sampling interval (ms):,1000
Version:,3.2.228

IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles

Core-0 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-1 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-2 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-48 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-49 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-50 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,CCX-0(die-0 pkg-0),,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access (pti),L3 Miss (pti),Ave L3 Miss Latency,
8.46,1232.05,1.23,0.81,430.83,47.99,15.94,9.82,21.41,65.36,26.23,23.49,15.64,31.74,17.58,7.60,5.77,1.08,1223.60,0.41,2.43,612.67,113.59,48.56,36.79,25.01,41.15,15.41,6.11,19.63,65.71,43.44,16.03,5.38,1.44,2284.17,0.07,14.82,736.25,169.10,105.13,55.40,2.98,31.06,20.76,8.17,2.13,37.96,26.36,10.12,0.85,2.62,1216.02,0.45,2.24,579.19,87.51,40.96,23.09,20.18,23.37,5.30,3.40,14.67,72.53,48.54,17.92,5.51,0.50,1204.79,0.60,1.67,564.54,111.34,23.53,60.05,25.28,128.95,82.92,27.35,18.68,81.51,55.52,17.73,6.59,9.17,2039.27,1.10,0.91,652.72,64.72,10.17,20.39,32.56,52.55,14.07,12.68,25.80,30.45,14.09,8.55,6.77,17.34,4.94,334.95,
3.60,1437.47,0.43,2.30,547.71,72.74,27.07,24.91,19.15,40.71,6.25,21.50,12.96,14.26,2.73,4.89,6.19,3.15,1419.51,0.40,2.48,561.02,147.93,101.99,28.44,14.30,116.58,83.70,22.48,10.40,64.72,50.68,9.17,3.89,64.38,2923.52,1.80,0.55,411.00,29.22,15.70,9.76,3.36,5.17,1.07,1.39,2.71,52.27,37.09,14.10,0.65,11.16,1805.29,0.05,19.01,642.95,131.41,72.66,33.35,20.63,87.39,41.68,29.40,16.31,42.55,28.32,8.38,4.31,2.66,1303.46,0.04,23.11,634.45,119.17,64.40,29.96,20.26,79.53,42.25,21.48,15.81,34.93,24.87,4.79,4.45,1.05,2481.22,0.14,7.40,579.60,168.82,89.15,46.41,27.03,117.02,53.96,41.21,21.85,59.87,44.22,8.81,5.18,4.77,2.42,328.13,
1.38,1305.68,0.40,2.50,537.52,49.97,9.18,20.30,19.09,39.53,5.24,20.24,14.05,13.67,2.73,5.42,5.04,1.38,1303.47,0.14,7.11,633.27,119.72,67.22,33.32,15.71,99.84,67.40,20.34,12.10,65.77,50.37,10.74,3.61,89.65,2917.41,1.86,0.54,430.37,38.96,15.32,8.48,14.75,11.86,0.56,0.88,10.43,52.02,33.01,14.21,4.32,0.26,1312.48,0.09,11.28,607.04,113.34,60.56,32.08,15.98,99.27,54.89,32.35,12.04,39.87,27.65,6.85,3.94,0.16,1315.19,0.09,11.11,631.60,119.27,70.11,31.56,12.75,68.89,34.25,25.50,9.14,32.80,20.77,6.69,3.60,0.82,2805.78,0.06,16.35,555.43,154.57,85.74,45.71,16.93,112.03,58.72,39.56,13.76,52.69,40.01,8.28,3.17,3.22,2.12,299.96,
1.08,1229.51,0.81,1.23,531.20,48.17,6.05,22.04,18.98,35.35,2.92,18.22,14.21,13.25,3.08,4.89,4.77,0.68,1263.03,0.18,5.41,512.14,90.03,40.57,31.93,15.70,36.07,3.62,19.84,12.61,55.22,38.57,12.09,3.09,18.78,2883.77,0.00,578.27,454.08,31.66,8.26,5.67,16.12,29.60,9.21,8.57,11.82,39.14,30.16,3.94,4.30,0.30,1221.72,0.19,5.24,615.35,130.01,72.16,32.66,20.20,68.94,26.91,25.72,16.31,45.91,30.75,9.80,3.90,0.17,1220.04,0.07,14.20,519.57,88.38,42.11,26.30,16.92,30.21,2.74,14.40,13.08,44.49,31.68,7.20,3.84,0.80,1831.45,0.27,3.76,536.98,91.61,39.30,35.28,15.61,36.03,0.87,22.40,12.76,50.96,35.98,11.03,2.85,31.66,12.23,303.32,
0.51,1199.61,0.55,1.83,523.33,43.73,2.73,21.08,18.97,32.61,1.23,17.22,14.16,11.46,1.67,4.53,4.81,0.31,1199.39,0.16,6.42,606.70,123.19,68.86,33.28,17.31,45.01,9.89,20.65,14.46,50.22,35.03,10.87,2.85,0.40,1219.99,0.01,121.72,514.93,70.56,34.55,13.91,19.25,17.78,0.49,2.33,14.96,11.29,4.65,2.53,4.29,0.25,1199.22,0.39,2.54,519.33,88.61,35.37,32.42,18.84,46.30,8.48,22.92,14.90,46.74,30.95,10.45,3.94,0.15,1198.72,0.08,12.13,597.57,119.46,63.39,31.15,19.58,35.43,3.93,16.55,14.95,36.43,24.32,5.24,4.62,0.87,1223.92,0.49,2.04,511.46,87.08,35.24,33.52,17.00,36.63,0.83,22.26,13.55,50.86,34.04,12.05,3.46,14.42,5.28,341.57,
0.43,1200.13,0.70,1.43,520.83,44.55,2.08,21.97,19.51,36.28,2.93,18.69,14.65,14.37,3.17,5.83,4.86,0.58,1199.55,0.47,2.11,534.20,92.90,41.73,33.09,16.81,37.50,1.71,21.76,14.03,56.73,40.81,12.06,2.77,0.14,1197.57,0.01,80.49,509.33,75.57,35.68,22.03,14.65,35.17,2.85,21.81,10.51,40.75,26.75,8.80,4.13,0.23,1199.09,0.08,12.69,556.12,94.25,42.00,31.09,17.93,70.48,30.63,25.79,14.06,38.82,25.19,8.41,3.87,0.15,1200.62,0.03,33.18,491.59,63.76,21.44,21.60,17.45,40.40,2.50,24.49,13.40,35.83,21.42,8.50,4.05,0.55,1200.10,0.01,78.11,598.31,67.91,36.09,12.94,16.54,33.73,1.39,19.31,13.03,30.89,18.59,7.56,3.51,17.78,6.92,284.15,
0.62,1199.42,1.25,0.80,516.32,45.15,2.25,22.28,19.70,34.69,1.56,18.11,15.02,12.21,2.06,5.02,4.69,0.92,1199.71,0.41,2.42,632.22,132.85,77.61,35.74,16.14,38.58,2.98,21.96,13.64,55.73,40.47,11.71,2.50,0.41,1199.80,0.01,139.17,523.98,80.29,49.10,11.28,16.83,14.92,0.16,2.03,12.73,7.07,0.16,2.26,4.10,0.25,1199.47,0.10,9.72,514.41,87.53,35.95,29.44,19.92,63.72,22.63,26.05,15.03,42.73,27.73,8.72,4.88,0.17,1198.04,0.07,13.45,558.99,110.71,59.09,28.04,18.48,36.59,4.78,18.00,13.82,34.91,23.64,4.92,4.66,0.16,1197.99,0.45,2.20,512.09,82.21,41.50,19.87,18.61,16.14,0.02,1.76,14.35,5.93,0.16,1.59,4.26,34.99,7.50,332.00,
0.50,1199.65,0.32,3.09,524.08,44.57,3.33,20.98,19.25,32.81,1.99,16.95,13.87,12.93,2.22,4.87,5.38,0.89,1199.62,0.47,2.12,539.90,96.84,43.02,33.83,18.63,68.64,27.45,25.57,15.62,56.23,41.16,11.05,3.00,0.10,1200.71,0.01,195.98,431.48,30.32,4.66,5.74,17.95,41.76,8.16,20.07,13.53,43.99,31.69,6.30,4.42,0.22,1199.28,0.05,21.24,558.18,93.04,41.07,30.80,18.01,60.55,23.45,22.90,14.20,49.49,33.82,10.31,3.81,0.13,1200.59,0.03,38.20,482.16,59.07,15.42,20.44,20.17,39.56,3.37,20.07,16.12,45.23,30.54,8.43,4.06,0.15,1200.37,0.01,103.59,564.35,84.88,40.22,23.22,17.93,37.42,15.85,7.68,13.88,56.90,39.91,11.65,4.05,33.82,12.38,285.85,
1.68,1614.96,0.42,2.37,529.37,53.22,16.72,30.82,4.43,33.10,6.94,22.92,3.24,20.50,10.94,7.75,1.19,1.07,1227.03,0.31,3.24,666.31,155.54,109.25,36.24,4.84,82.82,46.22,33.32,3.28,59.85,46.16,10.11,1.56,1.06,1308.13,0.27,3.76,705.53,224.48,179.71,32.34,4.55,30.94,21.14,6.80,3.01,44.90,32.57,10.19,1.54,20.46,2831.32,1.42,0.70,465.41,68.16,41.48,20.94,4.89,17.84,9.92,4.56,3.36,37.45,25.91,9.63,1.54,2.03,1284.41,0.47,2.12,633.21,175.35,133.03,32.72,3.34,5.18,1.15,1.51,2.52,55.76,39.73,14.64,0.82,0.29,1251.97,0.18,5.63,744.97,206.55,149.16,42.28,4.69,109.12,72.28,33.54,3.30,89.30,70.67,13.11,1.39,8.09,3.97,336.98,
33.50,2749.77,0.77,1.29,423.95,28.47,1.50,5.95,20.72,72.94,32.43,24.70,15.81,36.59,22.57,8.43,4.91,48.00,2938.96,1.23,0.81,432.82,34.38,16.41,14.32,3.16,3.92,0.21,1.19,2.53,41.97,23.84,17.06,0.63,37.44,2740.31,0.88,1.14,420.32,22.05,0.92,5.33,15.53,21.26,6.37,3.37,11.52,40.98,26.78,9.83,4.02,43.38,2650.35,1.10,0.91,423.92,45.87,15.64,10.19,19.62,21.72,3.87,2.59,15.26,37.57,23.71,9.19,4.35,65.38,2832.63,0.36,2.81,423.63,29.13,1.14,7.29,20.43,92.86,50.09,27.56,15.21,77.24,67.32,4.46,5.22,28.37,2891.64,0.87,1.15,422.29,27.38,1.98,5.65,19.43,114.11,72.16,26.72,15.24,74.53,57.68,10.85,4.19,4.14,2.13,444.46,
