
AMDuProfPcm Report

System:,Family(0x17) Model(0x1) Stepping(0x2)
Number of sockets:,2
Number of nodes(die):,8
Number of core complexes(CCX):,16
Number of physical cores:,48
Number of logical cores (threads) :,96
SMT Enabled:,True
Number of logical cores sharing L3:,6

CPU Topology:
Socket, Die, CCX, Core(s)
0,0,0, 0 1 2 48 49 50
0,0,1, 3 4 5 51 52 53
0,1,2, 6 7 8 54 55 56
0,1,3, 9 10 11 57 58 59
0,2,4, 12 13 14 60 61 62
0,2,5, 15 16 17 63 64 65
0,3,6, 18 19 20 66 67 68
0,3,7, 21 22 23 69 70 71
1,4,8, 24 25 26 72 73 74
1,4,9, 27 28 29 75 76 77
1,5,10, 30 31 32 78 79 80
1,5,11, 33 34 35 81 82 83
1,6,12, 36 37 38 84 85 86
1,6,13, 39 40 41 87 88 89
1,7,14, 42 43 44 90 91 92
1,7,15, 45 46 47 93 94 95

P0 state frequency (MHz):,2000.000000
Measured DF Frequency (MHz):,756.212036
Sampling interval (ms):,1000
Version:,3.2.228

IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles

Core-0 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-1 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-2 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-48 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-49 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-50 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,CCX-0(die-0 pkg-0),,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access (pti),L3 Miss (pti),Ave L3 Miss Latency,
2.72,1199.63,0.60,1.67,550.75,48.99,10.88,29.28,7.64,36.02,10.72,19.93,5.37,24.51,11.43,9.97,2.27,0.35,1199.25,0.32,3.13,643.12,113.51,63.34,35.43,9.93,14.31,4.31,3.06,6.94,17.32,9.13,4.73,2.99,0.21,1198.98,0.25,4.04,588.46,81.78,41.02,32.46,4.72,47.51,25.16,19.53,2.82,60.66,42.04,14.19,1.90,0.39,1201.34,0.11,8.82,665.43,134.36,77.59,36.47,15.11,23.10,7.43,6.57,9.10,46.91,25.72,13.89,6.00,1.13,1199.13,0.37,2.68,690.85,166.53,94.32,37.72,29.25,43.94,12.46,11.18,20.30,33.89,14.16,9.47,8.95,0.24,1199.44,0.30,3.29,574.77,83.61,39.49,30.89,9.85,50.52,23.19,21.98,5.35,54.94,34.30,13.30,4.50,63.55,15.58,326.96,
31.78,2656.00,1.51,0.66,420.12,54.62,18.17,17.88,18.03,13.44,0.44,1.40,11.60,39.89,15.18,17.90,6.43,17.87,2611.58,1.29,0.77,594.20,52.83,13.00,35.45,2.70,7.08,0.54,4.54,2.00,14.81,4.93,8.69,0.70,7.68,2219.11,0.41,2.47,590.48,121.11,64.11,34.49,19.04,63.42,29.10,20.34,13.98,39.71,19.34,14.34,5.06,20.46,2792.59,0.14,6.95,604.41,91.72,42.04,30.91,14.64,94.19,57.69,26.60,9.91,76.17,49.53,20.01,4.73,3.23,1503.11,0.24,4.24,657.77,208.81,135.19,39.67,26.97,127.61,69.51,37.49,20.61,48.83,32.84,7.93,6.36,3.24,1897.27,0.31,3.28,672.90,158.76,105.30,30.97,16.28,78.40,51.14,17.32,9.95,69.62,49.58,12.10,6.33,12.13,3.37,446.34,
33.62,2830.73,0.57,1.75,564.93,104.58,55.03,26.71,20.81,47.02,8.50,23.29,15.23,19.67,7.97,5.30,5.58,66.13,2779.34,1.68,0.59,447.11,48.95,31.18,14.49,2.68,3.83,0.32,1.38,2.13,25.15,14.26,9.94,0.55,2.39,1311.17,0.72,1.38,598.18,71.58,26.73,24.03,18.67,38.19,4.62,19.38,14.19,19.97,8.94,5.88,4.48,4.63,1873.80,0.58,1.71,540.12,77.96,33.27,20.63,22.93,52.12,10.16,23.66,18.29,48.51,31.01,11.01,4.64,1.21,2441.23,0.05,18.55,602.15,163.14,79.69,47.75,30.28,114.63,53.16,36.70,24.77,57.58,42.11,8.59,5.51,1.92,1313.79,0.40,2.52,520.26,143.25,88.32,28.50,23.20,44.55,1.90,24.29,18.36,39.90,23.80,8.71,4.84,7.01,3.28,327.12,
0.96,1290.66,0.45,2.21,558.49,106.19,51.54,28.43,23.75,47.52,4.92,23.82,18.79,19.71,6.32,7.69,4.96,70.13,2972.72,1.55,0.65,461.17,77.75,35.02,22.16,19.86,46.44,11.93,18.98,15.53,34.39,19.91,7.84,4.34,0.70,1289.35,0.54,1.86,560.78,71.01,22.95,25.53,20.63,41.21,6.43,19.08,15.70,20.59,8.86,6.06,4.93,0.21,1331.66,0.10,10.13,677.49,148.12,84.78,35.78,21.90,60.35,19.17,23.88,17.30,47.67,29.88,10.99,4.60,0.91,2462.63,0.03,38.81,671.90,169.17,108.32,38.46,15.91,98.11,53.23,31.44,13.44,49.92,36.91,9.28,2.47,0.14,1316.72,0.09,11.30,552.43,94.22,34.55,28.51,27.32,43.77,1.92,20.48,21.37,37.29,20.06,8.66,5.95,6.09,2.65,324.93,
0.30,1199.16,0.08,13.13,571.73,82.22,31.97,26.92,20.04,38.59,1.79,20.68,16.13,40.24,24.83,8.99,3.91,0.14,1198.34,0.10,9.63,646.45,125.42,67.78,34.09,18.41,34.30,2.68,17.48,14.13,48.30,32.93,8.84,4.28,0.92,1199.66,0.86,1.16,562.72,71.42,24.26,25.89,19.23,46.11,11.47,20.07,14.57,20.05,8.87,5.79,4.66,0.24,1198.95,0.10,9.99,647.65,134.05,72.64,35.82,20.47,49.58,11.94,21.37,16.28,49.18,31.36,11.61,4.19,1.01,1199.51,0.30,3.28,713.81,167.25,107.41,39.15,15.25,37.83,1.48,23.12,13.24,52.62,38.07,11.45,2.02,0.17,1198.60,0.19,5.28,575.89,96.50,37.61,31.91,22.10,97.10,47.45,31.81,17.84,44.05,30.37,7.53,4.27,80.71,13.64,305.37,
0.18,1199.11,0.30,3.35,565.28,76.42,28.81,26.50,17.81,36.57,1.69,20.36,14.53,41.50,27.02,8.86,3.28,0.13,1199.24,0.07,13.46,574.16,90.98,42.53,32.36,12.51,32.70,2.17,21.39,9.14,36.33,23.11,7.79,3.37,0.70,1199.69,0.91,1.10,548.09,60.25,15.41,23.91,19.33,45.85,11.71,19.44,14.71,20.19,8.83,6.00,4.63,0.21,1199.74,0.31,3.21,645.86,133.11,69.98,34.95,23.17,52.37,11.90,21.74,18.73,48.48,31.20,11.11,4.44,0.89,1199.78,0.40,2.49,648.18,139.84,82.07,37.55,16.40,40.23,2.70,23.53,14.01,54.36,38.42,12.29,2.39,0.32,1199.63,0.24,4.25,649.62,123.98,73.38,35.91,9.46,91.61,52.53,32.75,6.34,39.78,27.32,7.57,3.13,61.07,10.63,303.63,
0.32,1199.66,0.38,2.62,540.28,65.71,12.35,33.11,18.53,32.90,2.19,16.42,14.29,47.26,30.89,9.81,4.24,0.13,1199.42,0.03,30.46,574.89,91.44,43.85,31.19,11.97,27.65,1.81,16.47,9.37,41.71,27.98,8.87,2.59,0.88,1199.89,0.53,1.87,572.28,70.96,25.26,24.91,18.79,46.90,12.41,20.23,14.26,19.79,8.98,5.56,4.53,0.24,1199.28,0.17,6.00,645.20,126.80,63.68,36.38,21.79,47.40,10.80,18.98,17.62,45.53,29.63,10.16,4.17,0.75,1199.68,0.32,3.10,570.75,101.12,46.18,35.63,16.79,48.13,9.83,24.50,13.80,46.69,32.25,9.79,3.00,0.56,1199.61,0.25,3.98,687.86,161.96,95.85,38.50,22.00,128.24,74.06,36.78,17.40,46.92,33.25,7.85,4.60,66.34,16.23,301.53,
0.21,1199.10,0.24,4.15,631.02,114.66,56.47,32.06,21.58,45.22,5.35,22.59,17.28,18.21,7.76,5.43,4.30,0.14,1199.09,0.15,6.86,605.89,98.06,48.36,33.62,11.88,30.67,1.37,20.70,8.59,37.48,23.90,8.11,3.29,0.59,1199.53,0.43,2.34,566.46,69.77,23.24,25.21,19.27,46.16,12.06,19.35,14.75,19.99,8.63,6.17,4.52,0.23,1199.38,0.25,4.08,638.29,126.47,60.65,36.71,23.92,53.83,13.58,20.72,19.53,52.21,34.25,11.62,4.39,0.20,1199.41,0.35,2.85,606.35,103.23,48.63,33.94,17.21,48.34,10.36,23.51,14.47,45.08,31.00,9.71,2.74,1.15,1199.57,0.37,2.72,685.41,167.20,100.61,39.29,21.77,122.49,69.23,35.96,17.31,49.13,35.73,7.59,4.46,79.88,13.69,313.65,
0.30,1199.23,0.07,13.51,559.95,78.80,25.66,27.57,22.26,75.75,34.37,24.89,16.49,32.29,18.84,6.90,5.77,0.12,1198.29,0.10,10.36,527.66,94.83,33.81,31.82,26.56,62.42,31.24,11.50,19.68,46.52,28.50,10.37,6.88,0.92,1199.64,0.28,3.56,544.01,60.46,12.05,23.09,23.90,47.60,10.36,19.71,17.53,21.72,8.29,6.10,6.37,0.25,1200.06,0.31,3.26,644.89,134.11,70.95,36.76,22.10,80.35,40.16,23.55,16.64,68.13,50.10,10.37,5.46,0.17,1198.62,0.10,10.32,552.88,76.09,27.12,31.48,14.98,45.16,12.07,22.07,11.01,50.81,34.52,10.58,3.97,1.12,1199.53,0.37,2.68,657.73,134.60,88.86,38.25,3.26,6.59,2.23,2.13,2.24,61.69,40.85,18.99,1.02,58.81,10.71,299.39,
4.42,1298.41,0.51,1.98,561.91,77.93,18.29,32.88,25.17,54.81,10.22,26.19,18.40,28.61,14.68,6.51,6.77,17.93,2046.93,1.66,0.60,431.09,61.79,31.14,12.91,17.14,19.55,4.04,2.74,12.77,40.61,25.62,10.27,4.37,1.65,2352.40,0.23,4.40,556.88,161.27,96.25,33.42,26.49,122.52,72.89,30.06,19.58,62.80,42.60,11.48,6.91,1.52,1289.05,0.41,2.43,635.59,170.96,126.54,32.76,6.79,11.99,4.45,2.84,4.69,39.01,25.78,10.75,2.10,0.54,1325.10,0.28,3.55,594.09,106.89,25.83,54.32,23.55,119.28,64.94,35.98,18.36,45.38,32.57,6.33,5.18,58.33,2778.01,1.79,0.56,451.10,53.48,36.32,13.75,2.84,3.80,0.20,1.32,2.27,41.41,29.73,10.67,0.57,7.47,3.22,334.52,
