CoreId,DTLB misses per 1000,"L1 ITLB miss,L2 ITLB hit per 1000","L1 ITLB miss,L2 ITLB miss per 1000",Retired Instructions
0,2.557956774913677,0.012394100457835256,0.0034181355005552883,781420163
1,5.703935127858318,0.12461979057525131,0.4953041357895338,1259832
2,5.803183900304699,0.0024142675702346203,0.25296159097013854,11183516
3,0.7719018090196891,0.014485131365203945,0.0072853608090326545,490710082
4,4.055978207441562,0.006342420965506744,0.2251559442754894,315337
5,4.846967822618154,0.001929909545139619,0.28466165790809383,1036318
6,1.0225179870107526,0.0802290248788523,0.014761641873591472,80207880
7,1.3885446904323464,0.018133729427679848,0.0021227694361704696,1053340962
8,0.7466043944732569,0.024965025118524695,0.009756378920140429,339675204
9,0.8380331771262424,0.004049575611181627,0.023244171480659645,305711047
10,6.983930461433154,0.0,0.49692839226176516,36423759
11,2.9581363942813095,0.3976547337253589,0.006755540779057905,4251917195
12,5.285440284985324,0.024360169403483935,0.49221871706451353,1395721
13,2.310315025158939,0.0,0.1174736453470647,357527
14,2.556278370909162,0.004878393837612904,0.13415583053435487,409971
15,1.2603375108429784,0.054193212979130136,0.004262457761707618,320003171
16,0.8049083201855377,0.002813210248913239,0.009826424531415258,75714213
17,1.5406614019633085,0.06055578527225522,0.008184938722334327,282103517
18,4.924584496853122,0.0,0.04392821851653019,2162619
19,1.2039328804630267,0.011356422072501116,8.733703034522946e-05,42559267075
20,2.886492444279962,0.6772753703029016,0.12253968127237126,51101814
21,4.01651989235782,0.0,0.19785130713302387,722765
22,2.938480441552194,0.0,0.09101488093303256,615284
23,1.7376886106451432,0.168139096240621,0.004964919384439447,18357800589
