CoreId,DTLB misses per 1000,"L1 ITLB miss,L2 ITLB hit per 1000","L1 ITLB miss,L2 ITLB miss per 1000",Retired Instructions
0,0.816705969135974,0.0025364672828201897,0.022663973850810613,54800628
1,3.229321769328697,0.005060751510353173,0.22435998362565734,8891960
2,2.29710542435274,0.751980307445918,0.09230459974232866,41200547
3,0.6134273707415516,0.028654336165486717,0.006356611137749481,312587943
4,1.254892403457131,0.07242415400501659,0.008934237675689594,107339880
5,1.9261016532893955,0.05947884175884661,0.008539587331996184,154222909
6,0.6652716109860213,0.0290812169096205,0.004727534419424232,428764726
7,3.3803497645248943,0.0,0.5157464767147834,339314
8,2.4090953294493116,0.0,0.24754007054892008,226226
9,0.7000617325317535,0.023051980946040412,0.02316515154736161,344612466
10,4.983341425492257,0.0,0.699735640365569,15494423
11,3.9521593932901253,0.12095241386460241,0.6126161221713629,636614
12,3.899111989950892,0.0,0.8180632232175056,413171
13,1.8926439861705817,0.012492699578683706,0.19363684346959745,320187
14,0.7795640535320029,0.013470327102273891,0.0022395207371170176,602361022
15,1.424107937560233,0.0,0.15652910520597388,325818
16,1.4055730245902827,0.0,0.14490443552477142,345055
17,0.7766010860917119,0.014103227112675594,0.0022320209951725285,597664629
18,0.5177851025555955,0.05376840063815096,0.016415446758929503,108799963
19,2.871505156130477,0.0,0.26179636331045825,2543962
20,4.116514732603934,0.0,0.5146421447620613,9639708
21,4.782214231176143,0.0,0.7735518443070113,4591806
22,1.8282939893448784,0.0,0.17826995986872102,7303530
23,1.3996964146045137,0.05134456153911504,0.0016154693962559,65944919939
