CoreId,DTLB misses per 1000,"L1 ITLB miss,L2 ITLB hit per 1000","L1 ITLB miss,L2 ITLB miss per 1000",Retired Instructions
0,0.7611919017689192,0.0,0.013383719760716655,52377068
1,2.7386994208504847,0.0,0.23694984928887494,181473
2,2.624966726315676,0.0,0.3123494990868009,649913
3,1.0488104766795423,0.04471370410352554,0.010403569200458433,475894369
4,0.9947239565418764,0.004707746528257611,0.08361153990290862,61175766
5,4.093734328700901,0.0018003056597527107,0.5004528250959008,31105829
6,3.2812091162790846,0.12412706380922263,0.010333830352897885,123865010
7,3.082792466647375,0.0,0.5521860069569531,338654
8,0.7578327527365675,0.10398155933173932,0.01454340666682254,355418790
9,2.0581375946826173,0.2620742379795448,0.010739521602302547,528235820
10,2.0773643962049757,0.0034855107318875434,0.21610166537702769,286902
11,4.0567526062276915,0.13103206092466707,0.6079887626904551,572379
12,3.763689385768175,0.0,0.9302219406826574,350454
13,0.7597160284575439,0.014557525252364098,0.002020481217357606,596392577
14,1.7621172659620261,0.0,0.1393590104890882,322907
15,4.498662662755537,0.003196528209730281,0.5242306263957661,12200737
16,1.2021458394042348,0.08379742961483716,0.01088607091673111,90850042
17,0.7507655084862306,0.01353467402700068,0.0020035264406705567,597945690
18,1.1201967930735037,0.0,0.11298814915726982,309767
19,3.081400553879893,0.1471135962805208,0.019829570297127234,71509366
20,2.0792094922602162,0.0,0.4172023408679169,441033
21,3.3942206022565786,0.17536156957697593,0.6157139554036044,769838
22,2.6055823952898094,0.0019661475272581778,0.24838997094361648,9154959
23,1.4375988681468868,0.04909301698670617,0.0015436190882999704,65767520478
