CoreId,DTLB misses per 1000,"L1 ITLB miss,L2 ITLB hit per 1000","L1 ITLB miss,L2 ITLB miss per 1000",Retired Instructions
0,0.8204785885522237,0.0022460404833074834,0.025848182562063622,53427354
1,1.3593458041287458,0.0711338990265621,0.021011773773495456,107796706
2,2.6087695212414674,0.0,0.283621476311441,729846
3,0.7466053998209519,0.11078838208018695,0.014097328494147592,338149175
4,3.0944687737484076,0.0,0.3772408929127918,182907
5,2.3211468720267012,0.23333983372850864,0.13229334503779128,8896895
6,2.4482888980899746,0.0,0.2475292084465967,222196
7,2.9143985561285275,0.11420243837103142,0.01784076565989898,139287744
8,0.5553091449989058,0.017338719533368567,0.005293202187330834,287160767
9,1.0737131631932328,0.005343769189153186,0.10114717076735276,52023205
10,4.459690772397744,0.0,0.5795220621140249,3575360
11,1.72263928435822,0.33740540598439367,0.1850732974733575,18111743
12,3.7467411158003197,0.0,0.8794434007920194,384334
13,0.7598765378433606,0.0130304852803721,0.0020685726243373677,591228940
14,1.333789201191769,0.0,0.14277180181771046,266159
15,0.8254663151547195,0.024170973787695997,0.002559590019002742,682140494
16,2.684024828727393,0.020011589964392916,0.010641194384415494,71608503
17,1.3246903642192376,0.0,0.11297998841955119,354045
18,4.219667039120653,0.0,0.4615676548883016,9396239
19,3.1867793716318613,0.14665408039470967,0.02011934995076906,73213101
20,2.2977881907873523,0.0,0.447090686327193,465230
21,4.982956214287501,0.005250418720892991,0.7075196599870016,19427022
22,1.2424019134420254,0.0,0.10253988920922667,419349
23,1.4175591539342842,0.050311430710499296,0.001500797865142441,66321389650
