
AMDuProf PROFILE REPORT

EXECUTION
Target Path:
Command Line Arguments:
Working Directory:
Environment Variables:
CPU Details:,"Family(0x17), Model(0x1), Number of Cores(96)"
Operating System:,"LinuxUbuntu 18.04.2 LTS-64 (Kernel: 4.15.0)"

PROFILE DETAILS
Profile Session Type:,"Investigate Data Access"
Profile Scope:,"System-Wide"
CPU Mask:,"0xFFFFFFFF"
CPU Affinity Mask:,"0xFFFFFFFFFFFFFFFFFFFFFFFF"
Profile Start Time:,"Apr-10-2020_23-27-42"
Profile End Time:,"Apr-10-2020_23-28-12"
Profile Duration:,"30 seconds"
Data Folder:,"/tmp/neo4j_bench/q5/three"
Call Stack Sampling:,"False"

Monitored Events:,Name,Interval,Unitmask,User,OS
,"Misaligned loads (PMCx047)",25000,0,True,True
,"Cycles not in Halt (PMCx076)",250000,0,True,True
,"Retired Instructions (PMCx0C0)",250000,0,True,True
,"LS Dispatch (PMCx029)",250000,7,True,True
,"Data Cache Refills from System (PMCx043)",25000,11,True,True
,"Requests to L2 Group1 (PMCx060)",25000,c8,True,True
,"L1 DTLB Miss (PMCx045)",25000,ff,True,True

"5 HOTTEST FUNCTIONS (Sort Event - CPU clocks)"
FUNCTION,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"acpi_idle_do_entry",0,18916,258,1245,155,251,6,4.8256,0.0973,0.0202,0.0136,73.3178,4.8256,0.0023,0.0601,0.0000,0.0000
"poll_idle",0,2679,2672,2665,1,1,0,0.9974,0.0000,0.0000,0.9974,1.0026,0.9974,0.0000,0.0000,0.0000,0.0000
"acpi_processor_ffh_cstate_enter",0,2299,25,12,3,6,2,0.4800,0.0240,0.0500,0.0109,91.9600,0.4800,0.0080,0.0120,0.0000,0.0000
"native_write_msr",0,1249,202,168,2,21,0,0.8317,0.0104,0.0125,0.1617,6.1832,0.8317,0.0000,0.0010,0.0000,0.0000
"native_read_msr",0,654,50,87,10,33,5,1.7400,0.0660,0.0379,0.0765,13.0800,1.7400,0.0100,0.0200,0.0000,0.0000


"ALL PROCESSES (Sort Event - CPU clocks)"
PROCESS,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
