
AMDuProf PROFILE REPORT

EXECUTION
Target Path:
Command Line Arguments:
Working Directory:
Environment Variables:
CPU Details:,"Family(0x17), Model(0x1), Number of Cores(96)"
Operating System:,"LinuxUbuntu 18.04.2 LTS-64 (Kernel: 4.15.0)"

PROFILE DETAILS
Profile Session Type:,"Investigate Data Access"
Profile Scope:,"System-Wide"
CPU Mask:,"0xFFFFFFFF"
CPU Affinity Mask:,"0xFFFFFFFFFFFFFFFFFFFFFFFF"
Profile Start Time:,"Apr-10-2020_23-18-10"
Profile End Time:,"Apr-10-2020_23-18-40"
Profile Duration:,"30 seconds"
Data Folder:,"/tmp/neo4j_bench/q3/four"
Call Stack Sampling:,"False"

Monitored Events:,Name,Interval,Unitmask,User,OS
,"Misaligned loads (PMCx047)",25000,0,True,True
,"Cycles not in Halt (PMCx076)",250000,0,True,True
,"Retired Instructions (PMCx0C0)",250000,0,True,True
,"LS Dispatch (PMCx029)",250000,7,True,True
,"Data Cache Refills from System (PMCx043)",25000,11,True,True
,"Requests to L2 Group1 (PMCx060)",25000,c8,True,True
,"L1 DTLB Miss (PMCx045)",25000,ff,True,True

"5 HOTTEST FUNCTIONS (Sort Event - CPU clocks)"
FUNCTION,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"acpi_idle_do_entry",0,19598,285,1176,171,299,6,4.1263,0.1049,0.0254,0.0145,68.7649,4.1263,0.0021,0.0600,0.0000,0.0000
"native_write_msr",0,1229,208,189,2,21,0,0.9087,0.0101,0.0111,0.1692,5.9087,0.9087,0.0000,0.0010,0.0000,0.0000
"native_read_msr",0,669,36,84,7,37,7,2.3333,0.1028,0.0440,0.0538,18.5833,2.3333,0.0194,0.0194,0.0000,0.0000
"menu_select",0,502,323,128,17,69,11,0.3963,0.0214,0.0539,0.6434,1.5542,0.3963,0.0034,0.0053,0.0000,0.0000
"apic_timer_interrupt",0,347,47,143,1,21,30,3.0426,0.0447,0.0147,0.1354,7.3830,3.0426,0.0638,0.0021,0.0000,0.0000


"ALL PROCESSES (Sort Event - CPU clocks)"
PROCESS,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
[kernel] (PID - 0),0,28492,3116,3554,359,1296,142,1.1406,0.0416,0.0365,0.1094,9.1438,1.1406,0.0046,0.0115,0.0000,0.0000
/usr/bin/dockerd (PID - 4140),0,95,15,9,1,9,3,0.6000,0.0600,0.1000,0.1579,6.3333,0.6000,0.0200,0.0067,0.0000,0.0000
/usr/bin/containerd (PID - 2654),0,13,6,5,1,6,1,0.8333,0.1000,0.1200,0.4615,2.1667,0.8333,0.0167,0.0167,0.0000,0.0000
/usr/lib/accountsservice/accounts-daemon (PID - 2008),0,3,0,4,0,1,0,0.0000,0.0000,0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/11:1 (PID - 73031),0,2,0,1,0,1,0,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/23:1 (PID - 45245),0,2,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/0:2 (PID - 72142),0,2,1,0,0,0,0,0.0000,0.0000,0.0000,0.5000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/u192:2 (PID - 33977),0,2,0,1,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/19:1 (PID - 68677),0,2,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
