
AMDuProf PROFILE REPORT

EXECUTION
Target Path:
Command Line Arguments:
Working Directory:
Environment Variables:
CPU Details:,"Family(0x17), Model(0x1), Number of Cores(96)"
Operating System:,"LinuxUbuntu 18.04.2 LTS-64 (Kernel: 4.15.0)"

PROFILE DETAILS
Profile Session Type:,"Investigate Data Access"
Profile Scope:,"System-Wide"
CPU Mask:,"0xFFFFFFFF"
CPU Affinity Mask:,"0xFFFFFFFFFFFFFFFFFFFFFFFF"
Profile Start Time:,"Apr-10-2020_23-14-07"
Profile End Time:,"Apr-10-2020_23-14-37"
Profile Duration:,"30 seconds"
Data Folder:,"/tmp/neo4j_bench/q2/five"
Call Stack Sampling:,"False"

Monitored Events:,Name,Interval,Unitmask,User,OS
,"Misaligned loads (PMCx047)",25000,0,True,True
,"Cycles not in Halt (PMCx076)",250000,0,True,True
,"Retired Instructions (PMCx0C0)",250000,0,True,True
,"LS Dispatch (PMCx029)",250000,7,True,True
,"Data Cache Refills from System (PMCx043)",25000,11,True,True
,"Requests to L2 Group1 (PMCx060)",25000,c8,True,True
,"L1 DTLB Miss (PMCx045)",25000,ff,True,True

"5 HOTTEST FUNCTIONS (Sort Event - CPU clocks)"
FUNCTION,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"acpi_idle_do_entry",0,19665,285,1243,166,292,11,4.3614,0.1025,0.0235,0.0145,69.0000,4.3614,0.0039,0.0582,0.0000,0.0000
"native_write_msr",0,1299,192,189,2,31,0,0.9844,0.0161,0.0164,0.1478,6.7656,0.9844,0.0000,0.0010,0.0000,0.0000
"native_read_msr",0,596,40,90,6,31,3,2.2500,0.0775,0.0344,0.0671,14.9000,2.2500,0.0075,0.0150,0.0000,0.0000
"menu_select",0,447,308,100,9,97,21,0.3247,0.0315,0.0970,0.6890,1.4513,0.3247,0.0068,0.0029,0.0000,0.0000
"apic_timer_interrupt",0,419,67,111,3,21,19,1.6567,0.0313,0.0189,0.1599,6.2537,1.6567,0.0284,0.0045,0.0000,0.0000


"ALL PROCESSES (Sort Event - CPU clocks)"
PROCESS,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
[kernel] (PID - 0),0,28722,3082,3530,347,1266,149,1.1454,0.0411,0.0359,0.1073,9.3193,1.1454,0.0048,0.0113,0.0000,0.0000
/usr/bin/dockerd (PID - 4140),0,323,130,42,4,4,3,0.3231,0.0031,0.0095,0.4025,2.4846,0.3231,0.0023,0.0031,0.0000,0.0000
/usr/bin/containerd (PID - 2654),0,17,8,9,0,8,0,1.1250,0.1000,0.0889,0.4706,2.1250,1.1250,0.0000,0.0000,0.0000,0.0000
/usr/bin/gnome-shell (PID - 3406),0,13,10,6,0,8,0,0.6000,0.0800,0.1333,0.7692,1.3000,0.6000,0.0000,0.0000,0.0000,0.0000
kworker/30:2 (PID - 36563),0,3,0,1,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/0:2 (PID - 72142),0,3,2,0,0,0,0,0.0000,0.0000,0.0000,0.6667,1.5000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/5:0 (PID - 71067),0,3,0,0,0,1,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/19:1 (PID - 68677),0,2,1,1,0,0,0,1.0000,0.0000,0.0000,0.5000,2.0000,1.0000,0.0000,0.0000,0.0000,0.0000
kworker/u196:2 (PID - 42415),0,2,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/18:1 (PID - 49123),0,2,1,1,0,0,0,1.0000,0.0000,0.0000,0.5000,2.0000,1.0000,0.0000,0.0000,0.0000,0.0000


PROFILE REPORT FOR PROCESS - [kernel] (PID - 0)
PROCESS,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"[kernel]",0,28722,3082,3530,347,1266,149,1.1454,0.0411,0.0359,0.1073,9.3193,1.1454,0.0048,0.0113,0.0000,0.0000

THREAD SUMMARY
