CoreId,DTLB misses per 1000,"L1 ITLB miss,L2 ITLB hit per 1000","L1 ITLB miss,L2 ITLB miss per 1000",Retired Instructions
0,7.575027938810056,2.2917805371248337e-05,0.007207649789257602,174536782
1,3.673287943660654,0.0,0.2105706464518846,128223
2,5.889020625922298,0.005476366284933512,0.2402502172038424,9860553
3,1.0422894018754507,0.13134710022429716,0.029247251825288253,103565286
4,0.5582367632070039,0.0002935195761257572,0.0006682254179884259,160125606
5,0.9354670444460611,0.004723573014413651,0.026911060342680586,30061989
6,2.1479594385333933,0.031220340676357462,0.21229831659923074,160152
7,2.748058796060978,0.0,0.5206848245168169,241989
8,2.176530386658315,0.14910551415487505,0.009032724981042708,297473908
9,3.4951935119980884,0.4021886107988607,0.008056176034937801,4598583725
10,6.615928934632713,0.0,0.3854753733558568,6555542
11,6.246902061404787,0.03644633641426364,1.029244540338805,685940
12,0.9338246250431222,0.01642117175470969,0.002401902734270969,591614298
13,2.4183076611510192,0.0,0.06552065091788475,335772
14,2.4452240292245873,0.005368219603127525,0.13688959987975188,372563
15,2.7172392617547176,0.0829930764814297,0.010255476158346604,235971491
16,0.9193401519781927,0.018002552261910977,0.002047054084546954,624800297
17,2.346842441201525,0.0,0.11163883381103429,412043
18,0.9382254695504216,0.0032983535817668564,0.01364922597547264,278623858
19,6.510089939798226,0.0,0.3664082717227028,5360141
20,4.121802211562268,0.041175790535586176,0.3637194830643446,1894317
21,3.065425923427539,0.023908614444560192,0.08538790873057212,585563
22,2.5874996135176085,0.0,0.08116130229106762,517488
23,2.402987031805577,0.3854978502625701,0.014036711102765886,5934082378
