CoreId,DTLB misses per 1000,"L1 ITLB miss,L2 ITLB hit per 1000","L1 ITLB miss,L2 ITLB miss per 1000",Retired Instructions
0,7.54742687882907,5.6992294573382924e-05,0.00714113451004488,175462316
1,6.164431042251568,0.2495580742435271,0.8179959100204499,577020
2,5.865278293417811,0.009015951718061013,0.2470013703353943,11202367
3,0.6806778924354193,0.0252255979463684,0.0037054939781969148,290379638
4,0.9192154670315712,0.018028179749806365,0.0022909021550516573,581866841
5,3.69495869897579,0.2545226817585581,0.14040078130937425,8105368
6,0.9001250148247804,0.06539526488262612,0.005699352894390215,332669346
7,4.888010952391251,0.1865295955529256,0.01961026541116294,137886966
8,2.2001768855080233,0.0,0.1568442928282947,229527
9,6.817193887740926,0.0,0.41731505582374856,18130187
10,1.7833298981082364,0.0,0.15682549355223185,223178
11,7.188736297533717,0.20234002188509678,1.1088233199303303,617772
12,0.921321104987301,0.018976591324949336,0.002494648331927928,579239960
13,1.9484736956051094,0.0,0.18985128316152347,300235
14,1.861351544508854,0.0,0.1810529659334551,314825
15,1.5118004547312422,0.0812400072460663,0.01026328325199493,106203831
16,1.5060891678857349,0.0,0.13270867667845612,324018
17,2.2385036889873353,0.09814362588091331,0.023056354321269835,170321810
18,1.217787187005274,0.0,0.1311463124467218,320253
19,1.0569765004965967,0.0,0.10630510780856577,329241
20,3.1242198906144805,0.0,0.7413403130271647,660965
21,2.518143157444295,0.859833807171525,0.09073804463099067,41559194
22,1.3390920937098882,0.007602367947556465,0.07544850032163768,39987541
23,2.9936251039590354,0.38862852550042987,0.010529607066580104,10535340901
