
AMDuProfPcm Report

System:,Family(0x17) Model(0x1) Stepping(0x2)
Number of sockets:,2
Number of nodes(die):,8
Number of core complexes(CCX):,16
Number of physical cores:,48
Number of logical cores (threads) :,96
SMT Enabled:,True
Number of logical cores sharing L3:,6

CPU Topology:
Socket, Die, CCX, Core(s)
0,0,0, 0 1 2 48 49 50
0,0,1, 3 4 5 51 52 53
0,1,2, 6 7 8 54 55 56
0,1,3, 9 10 11 57 58 59
0,2,4, 12 13 14 60 61 62
0,2,5, 15 16 17 63 64 65
0,3,6, 18 19 20 66 67 68
0,3,7, 21 22 23 69 70 71
1,4,8, 24 25 26 72 73 74
1,4,9, 27 28 29 75 76 77
1,5,10, 30 31 32 78 79 80
1,5,11, 33 34 35 81 82 83
1,6,12, 36 37 38 84 85 86
1,6,13, 39 40 41 87 88 89
1,7,14, 42 43 44 90 91 92
1,7,15, 45 46 47 93 94 95

P0 state frequency (MHz):,2000.000000
Measured DF Frequency (MHz):,890.624023
Sampling interval (ms):,1000
Version:,3.2.228

IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles

Core-9 (ccx-3 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-10 (ccx-3 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-11 (ccx-3 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-57 (ccx-3 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-58 (ccx-3 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-59 (ccx-3 die-1 pkg-0),,,,,,,,,,,,,,,,,CCX-3(die-1 pkg-0),,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access (pti),L3 Miss (pti),Ave L3 Miss Latency,
0.19,1198.95,0.33,3.06,536.77,67.57,17.39,24.49,22.91,84.49,45.49,22.39,16.62,104.24,55.35,41.36,6.29,0.11,1203.97,0.26,3.78,559.85,61.49,31.78,25.56,0.74,33.61,13.02,20.17,0.42,18.24,12.20,4.82,0.32,0.18,1198.50,0.30,3.35,589.25,115.38,59.48,30.68,22.01,79.38,37.75,22.95,18.67,27.52,17.59,5.68,3.34,0.15,1198.63,0.27,3.71,547.67,56.96,20.00,27.74,6.40,23.22,3.67,13.92,5.63,22.02,14.53,5.14,0.77,0.12,1204.96,0.32,3.17,545.52,46.29,17.90,24.20,0.67,14.89,0.65,13.85,0.39,18.05,10.61,5.55,0.28,0.10,1205.29,0.15,6.82,515.66,61.17,15.15,22.14,21.08,29.97,0.72,13.64,15.60,22.76,10.08,5.67,5.48,28.50,8.57,313.72,
2.12,1223.75,0.70,1.44,585.03,145.80,102.71,25.10,13.43,42.09,23.49,7.10,11.51,21.54,15.53,3.52,1.92,0.89,1199.46,0.41,2.43,682.53,205.57,165.20,32.06,1.09,46.37,35.30,10.33,0.74,30.88,23.79,6.07,0.35,0.13,1199.10,0.07,14.65,568.95,102.36,53.82,32.27,11.80,46.91,29.48,8.09,9.34,25.08,19.03,3.42,2.46,0.09,1198.74,0.16,6.39,619.56,78.92,48.03,25.45,0.74,7.08,0.67,6.09,0.32,18.63,13.49,3.80,0.42,0.09,1196.20,0.15,6.48,558.93,57.33,30.93,21.36,0.58,6.29,0.11,5.82,0.36,20.72,13.06,5.73,0.23,2.44,1199.68,0.50,1.98,624.68,159.15,123.21,30.72,0.35,5.53,0.72,4.67,0.14,21.73,15.34,4.94,0.21,110.10,9.63,258.26,
0.12,1198.49,0.28,3.60,553.07,53.81,27.47,23.77,0.04,10.98,7.27,3.67,0.04,9.89,7.41,1.83,0.00,0.09,1198.33,0.29,3.51,586.19,72.69,40.67,28.01,0.53,2.67,0.21,2.14,0.32,3.73,1.00,2.24,0.21,0.10,1198.30,0.32,3.11,549.41,85.22,45.99,28.18,7.45,8.58,1.96,2.75,3.87,15.68,7.88,3.37,3.58,0.09,1198.42,0.24,4.23,532.95,56.05,25.85,26.80,0.36,2.36,0.15,2.07,0.14,3.44,0.54,2.43,0.21,0.08,1201.24,0.22,4.55,527.84,44.66,15.73,25.28,0.11,2.09,0.04,2.01,0.04,2.52,0.04,2.20,0.07,0.08,1200.64,0.22,4.63,513.09,55.04,26.00,24.71,0.81,2.51,0.12,1.82,0.57,2.29,0.31,1.47,0.25,13.07,4.81,291.10,
0.11,1199.39,0.26,3.88,522.08,51.80,24.73,24.43,0.35,2.34,0.16,2.02,0.16,2.51,0.37,1.47,0.19,0.08,1199.14,0.30,3.30,524.36,60.20,27.84,29.37,0.38,2.13,0.11,1.86,0.16,2.32,0.00,1.97,0.22,0.11,1200.95,0.01,132.60,539.88,79.60,43.65,31.97,0.80,2.40,0.11,1.81,0.48,3.36,0.00,2.50,0.32,0.09,1199.15,0.30,3.36,516.74,58.19,25.03,30.40,0.13,2.54,0.20,2.28,0.06,2.03,0.00,1.83,0.06,0.08,1198.60,0.23,4.41,507.64,45.01,15.13,27.33,0.06,2.51,0.27,2.21,0.03,1.98,0.00,1.79,0.03,0.09,1196.77,0.01,161.13,561.71,90.10,51.76,31.88,3.34,4.68,0.00,1.68,3.01,1.46,0.00,0.95,0.33,18.35,7.47,292.43,
0.10,1197.63,0.27,3.65,520.65,51.22,23.63,24.94,0.11,2.10,0.14,1.92,0.04,1.95,0.00,1.47,0.07,0.09,1198.32,0.38,2.65,548.81,52.12,24.72,25.14,0.00,1.97,0.11,1.85,0.00,2.08,0.00,1.94,0.00,0.09,1196.29,0.35,2.82,592.28,75.94,45.54,26.61,0.28,2.35,0.20,2.01,0.14,3.25,0.07,2.50,0.14,0.09,1198.12,0.27,3.70,508.96,58.08,27.92,27.47,0.00,1.85,0.16,1.70,0.00,1.97,0.00,1.83,0.00,0.07,1197.81,0.18,5.41,496.30,39.65,14.61,22.33,0.00,1.81,0.13,1.67,0.00,1.88,0.00,1.76,0.00,0.07,1198.34,0.18,5.50,513.45,59.85,22.95,20.44,11.93,11.05,0.22,1.77,9.07,4.01,0.02,0.95,2.86,10.84,4.42,310.87,
0.10,1197.44,0.25,4.01,524.42,49.76,23.79,24.14,0.11,7.13,3.32,3.78,0.04,28.81,21.53,6.01,0.07,0.08,1197.33,0.03,30.54,523.33,61.29,30.91,28.43,0.07,7.77,4.07,3.70,0.00,29.08,21.65,6.44,0.07,0.09,1197.81,0.01,149.96,540.45,76.45,44.44,29.47,0.14,31.50,23.45,7.94,0.11,20.04,13.91,5.44,0.04,0.09,1197.56,0.28,3.57,540.52,56.36,28.85,25.63,0.00,3.30,0.20,3.10,0.00,22.38,15.19,6.21,0.00,0.06,1193.20,0.01,70.68,484.81,39.63,22.01,15.25,0.00,4.42,0.26,4.16,0.00,23.08,16.28,5.61,0.00,0.09,1197.68,0.00,201.80,548.96,89.59,60.92,25.89,0.00,5.21,0.41,4.79,0.00,21.71,16.23,4.40,0.00,14.52,6.04,309.18,
0.10,1198.66,0.25,4.03,511.48,46.40,25.54,18.60,0.21,2.30,0.16,2.04,0.11,2.78,0.05,2.29,0.11,0.08,1198.65,0.34,2.95,527.01,55.21,28.84,24.52,0.00,1.99,0.00,1.99,0.00,2.34,0.25,1.97,0.00,0.09,1198.28,0.03,39.20,550.76,71.44,41.34,26.62,0.39,2.28,0.09,1.88,0.32,3.13,0.02,2.50,0.07,0.09,1198.56,0.25,3.94,511.32,63.06,34.44,26.25,0.18,2.23,0.13,1.92,0.18,1.25,0.00,1.05,0.00,0.07,1198.53,0.25,3.92,495.47,45.57,21.32,21.85,0.07,1.91,0.11,1.76,0.04,2.11,0.18,1.79,0.04,0.07,1202.38,0.04,25.81,705.09,12.42,7.04,4.35,0.07,1.89,0.11,1.74,0.04,1.17,0.00,0.96,0.04,7.14,3.07,325.84,
0.10,1198.43,0.24,4.10,514.39,45.95,22.08,21.80,0.32,2.25,0.11,1.93,0.21,2.81,0.02,2.34,0.11,0.08,1198.21,0.32,3.10,518.85,56.34,27.04,27.34,0.18,1.99,0.11,1.81,0.07,2.47,0.25,1.99,0.11,0.09,1199.05,0.01,133.45,533.21,84.12,38.53,30.68,12.70,11.52,0.11,1.81,9.60,6.72,0.31,2.50,3.10,0.09,1198.66,0.29,3.50,513.08,56.27,23.71,30.28,0.46,2.04,0.02,1.70,0.32,1.35,0.00,1.01,0.14,0.07,1202.48,0.20,5.00,511.64,48.69,22.80,23.49,0.25,1.88,0.11,1.63,0.14,1.98,0.00,1.77,0.11,0.10,1195.87,0.01,158.19,534.31,85.02,51.81,27.80,3.15,4.15,0.13,1.68,2.33,2.65,0.42,0.96,0.81,12.10,5.25,308.23,
21.05,2726.91,1.84,0.54,448.52,48.59,28.55,16.66,2.91,4.09,0.54,1.13,2.42,32.32,22.86,8.82,0.49,0.43,1254.17,0.42,2.39,632.51,155.94,121.01,29.39,0.45,94.58,74.53,19.82,0.24,67.77,57.21,9.46,0.21,0.16,1225.02,0.28,3.54,625.83,105.44,61.60,38.91,1.37,5.53,1.81,3.16,0.56,9.17,5.33,2.66,0.81,0.13,1890.38,0.14,7.19,593.38,101.69,35.70,38.58,24.70,39.86,13.96,7.33,18.57,65.31,34.86,7.14,6.13,0.10,1213.83,0.19,5.37,563.24,59.62,25.36,33.52,0.04,5.66,0.66,4.97,0.04,10.14,5.05,3.74,0.00,0.51,1242.52,0.44,2.27,621.13,144.37,98.99,29.18,12.46,23.75,1.01,14.79,7.95,73.00,54.42,12.81,4.51,4.84,3.01,429.52,
96.46,2831.64,2.04,0.49,431.19,35.03,15.40,16.26,3.10,4.06,0.26,1.21,2.59,28.86,19.02,9.21,0.51,0.59,1243.55,0.32,3.16,569.89,81.54,39.97,27.58,11.16,35.76,3.81,22.61,9.33,34.39,24.74,6.84,1.84,0.09,1245.53,0.02,57.44,610.11,101.79,64.15,32.57,0.18,35.17,14.00,21.10,0.07,19.53,12.65,5.97,0.11,0.29,2753.67,0.00,548.49,450.61,160.87,91.78,39.51,25.41,103.37,48.08,36.50,18.79,48.99,38.04,4.45,6.62,0.07,1239.60,0.22,4.57,541.82,49.08,20.81,24.88,0.04,8.71,2.24,6.43,0.04,29.52,21.13,7.43,0.00,0.85,1268.34,0.31,3.19,659.85,147.88,110.12,33.72,0.04,19.93,4.45,15.48,0.00,22.16,15.54,5.25,0.04,1.63,0.88,468.21,
