
AMDuProfPcm Report

System:,Family(0x17) Model(0x1) Stepping(0x2)
Number of sockets:,2
Number of nodes(die):,8
Number of core complexes(CCX):,16
Number of physical cores:,48
Number of logical cores (threads) :,96
SMT Enabled:,True
Number of logical cores sharing L3:,6

CPU Topology:
Socket, Die, CCX, Core(s)
0,0,0, 0 1 2 48 49 50
0,0,1, 3 4 5 51 52 53
0,1,2, 6 7 8 54 55 56
0,1,3, 9 10 11 57 58 59
0,2,4, 12 13 14 60 61 62
0,2,5, 15 16 17 63 64 65
0,3,6, 18 19 20 66 67 68
0,3,7, 21 22 23 69 70 71
1,4,8, 24 25 26 72 73 74
1,4,9, 27 28 29 75 76 77
1,5,10, 30 31 32 78 79 80
1,5,11, 33 34 35 81 82 83
1,6,12, 36 37 38 84 85 86
1,6,13, 39 40 41 87 88 89
1,7,14, 42 43 44 90 91 92
1,7,15, 45 46 47 93 94 95

P0 state frequency (MHz):,2000.000000
Measured DF Frequency (MHz):,933.705383
Sampling interval (ms):,1000
Version:,3.2.228

IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles

Core-6 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-7 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-8 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-54 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-55 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-56 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,CCX-2(die-1 pkg-0),,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access (pti),L3 Miss (pti),Ave L3 Miss Latency,
0.13,1200.34,0.03,33.39,553.32,46.77,24.74,16.35,2.92,77.97,55.60,20.05,2.32,70.40,52.18,15.87,0.61,0.06,1210.89,0.00,210.81,454.78,10.95,4.67,4.71,0.11,18.04,1.03,16.98,0.04,33.08,23.54,7.20,0.07,0.06,1208.38,0.00,249.00,453.10,27.69,4.76,5.27,15.71,37.82,10.59,16.77,10.46,60.73,39.94,12.93,5.25,0.07,1199.57,0.02,60.20,472.93,47.60,15.64,9.80,19.83,107.82,63.91,30.29,13.62,74.97,50.88,14.52,6.21,0.11,1198.27,0.01,92.74,543.01,54.31,30.80,21.07,0.20,26.23,6.30,19.90,0.03,27.06,18.08,7.00,0.17,0.07,1197.15,0.01,185.11,501.68,40.03,24.53,10.66,2.28,22.04,3.34,17.25,1.46,41.47,27.61,10.66,0.82,15.14,4.43,350.19,
0.97,1223.88,0.01,74.20,512.33,39.77,18.86,17.44,0.86,26.60,3.69,22.45,0.46,37.97,26.69,9.03,0.39,0.07,1199.03,0.01,176.85,432.70,13.49,3.46,4.93,4.01,20.20,2.38,14.74,3.08,42.63,32.29,7.51,0.94,0.36,1198.91,0.41,2.45,499.30,89.83,44.10,31.27,12.68,34.19,2.37,21.92,9.90,39.95,26.42,9.13,2.79,0.26,1489.65,0.33,3.07,498.37,92.50,39.49,37.92,13.27,31.05,1.83,19.44,9.77,36.17,21.79,9.19,3.50,0.09,1201.05,0.01,91.05,495.80,40.65,20.74,18.15,0.33,22.50,1.12,21.09,0.30,32.19,22.13,8.31,0.03,0.08,1202.05,0.06,17.00,436.03,11.70,1.20,5.25,3.61,22.90,1.59,18.48,2.83,41.57,27.96,10.85,0.78,5.77,2.68,376.21,
0.10,1380.84,0.30,3.34,500.51,39.19,15.31,16.37,5.21,21.90,0.95,17.81,3.14,43.54,28.07,11.36,2.06,0.07,1198.24,0.01,193.73,432.03,15.36,3.38,4.81,5.79,21.80,1.03,17.84,2.93,42.41,26.14,11.00,2.86,0.09,1201.00,0.20,4.94,434.08,16.58,0.45,5.15,9.32,22.68,1.70,14.73,6.25,51.30,33.56,12.25,3.07,0.08,1379.79,0.12,8.34,431.26,19.01,0.96,5.26,10.92,24.16,0.67,15.73,7.76,28.82,11.69,12.27,3.17,0.09,1198.38,0.01,107.43,497.13,45.59,21.66,17.98,4.18,23.40,1.90,19.52,1.98,40.49,27.72,8.73,2.20,0.08,1197.94,0.24,4.24,427.38,11.04,0.09,4.48,4.84,25.80,0.80,22.39,2.61,36.76,21.89,10.38,2.23,1.64,1.12,323.04,
0.11,1198.70,0.30,3.37,501.35,32.61,15.02,15.38,0.57,18.36,0.46,17.62,0.29,32.44,21.03,9.55,0.29,0.09,1198.67,0.00,213.30,435.23,11.60,4.04,4.28,2.21,18.66,1.01,16.26,1.39,42.10,28.41,11.39,0.82,0.09,1198.76,0.20,4.98,436.75,18.72,0.15,5.25,11.67,23.68,1.61,12.78,9.29,38.40,23.85,10.84,2.38,0.09,1198.98,0.12,8.41,430.71,17.35,0.47,4.96,10.73,27.11,1.23,17.47,8.41,38.56,25.03,9.66,2.32,0.09,1198.83,0.01,117.75,497.75,41.81,21.04,19.16,0.11,19.69,1.72,17.93,0.04,30.88,22.22,7.45,0.07,0.08,1198.64,0.23,4.27,430.60,9.09,0.08,4.58,3.17,25.45,2.44,21.14,1.87,36.66,23.79,9.94,1.30,1.60,1.09,344.47,
0.10,1198.50,0.30,3.30,498.31,30.30,12.88,15.06,0.71,19.03,0.77,17.90,0.36,39.63,26.53,10.99,0.36,0.08,1198.63,0.00,220.15,434.67,10.21,3.55,5.24,0.36,15.27,0.97,14.15,0.14,37.95,24.64,11.63,0.21,0.08,1198.72,0.20,4.97,433.62,17.34,0.04,5.15,10.50,25.72,0.72,16.42,8.58,34.73,18.87,12.39,1.92,0.08,1198.77,0.12,8.18,433.07,17.17,0.32,4.76,10.78,23.45,1.07,13.36,9.02,36.70,23.26,10.47,1.76,0.09,1197.98,0.01,122.95,492.37,40.38,20.72,18.15,0.14,21.47,1.14,20.29,0.04,33.32,22.29,9.39,0.11,0.08,1198.89,0.24,4.25,428.10,6.69,0.00,4.32,0.74,18.77,0.81,17.57,0.39,36.67,23.36,11.30,0.35,1.54,1.05,356.67,
0.10,1198.69,0.30,3.34,498.07,30.16,13.22,15.15,0.29,18.22,0.81,17.38,0.04,36.56,23.54,11.01,0.25,0.07,1198.59,0.00,202.36,430.44,10.54,2.95,4.66,1.92,15.91,1.49,13.60,0.82,43.13,27.95,12.36,1.10,0.08,1198.84,0.20,5.06,433.85,17.98,0.00,4.78,11.59,27.24,1.09,16.99,9.15,40.29,25.32,11.07,2.43,0.08,1198.65,0.12,8.25,432.75,15.58,0.19,4.70,9.70,27.68,0.55,19.08,8.04,29.56,17.09,9.37,1.66,0.09,1199.51,0.01,112.95,488.33,37.55,18.67,17.49,0.07,21.13,1.10,19.99,0.04,40.66,27.74,11.30,0.04,0.08,1198.55,0.23,4.28,427.26,8.41,0.00,4.28,2.55,23.49,0.65,21.88,0.96,28.28,16.27,8.75,1.59,1.51,1.06,351.38,
0.10,1198.40,0.30,3.34,497.46,32.97,12.22,15.12,4.10,15.26,0.59,12.73,1.94,41.29,25.23,12.52,2.16,0.08,1198.56,0.15,6.80,431.40,12.96,3.06,4.06,4.90,11.50,0.50,8.15,2.85,37.41,17.08,16.79,2.05,0.08,1198.78,0.20,5.04,434.86,17.49,0.00,5.38,10.35,19.68,1.24,10.20,8.25,35.13,17.53,13.81,2.11,0.09,1198.77,0.12,8.25,434.27,17.17,0.68,5.11,10.48,17.13,0.47,8.47,8.19,37.71,19.27,15.01,2.29,0.09,1198.87,0.30,3.36,495.99,44.48,20.76,19.64,2.64,17.15,1.08,14.84,1.23,40.06,25.77,11.48,1.40,0.08,1198.86,0.23,4.29,428.33,9.08,0.00,4.33,3.47,16.06,0.70,13.54,1.82,43.06,24.30,15.22,1.66,1.52,1.04,350.72,
0.10,1198.72,0.34,2.95,492.18,40.65,12.18,15.14,11.65,28.16,0.53,18.53,9.10,32.40,19.13,9.44,2.55,0.07,1198.46,0.15,6.84,430.29,10.69,3.62,4.17,1.92,15.04,0.97,13.03,1.04,29.03,16.51,10.19,0.88,0.08,1198.85,0.20,5.03,433.91,17.18,0.09,4.09,11.40,21.67,0.66,11.98,9.03,37.72,18.16,15.75,2.37,0.08,1198.40,0.14,7.08,431.82,24.15,2.08,5.05,9.67,23.41,1.25,14.13,8.02,35.06,21.73,10.26,1.65,0.09,1198.73,0.29,3.41,489.32,39.11,19.22,18.52,0.04,19.36,1.65,17.67,0.04,35.63,23.74,10.51,0.00,0.08,1198.69,0.23,4.28,426.62,8.75,0.00,5.06,2.04,17.44,1.07,15.35,1.02,34.87,19.30,13.00,1.02,0.90,0.62,386.73,
0.10,1198.53,0.26,3.86,484.24,18.87,0.36,5.19,12.08,28.36,1.23,18.03,9.10,41.96,26.54,10.84,2.99,0.07,1198.63,0.00,258.09,433.52,9.04,3.46,4.15,0.39,19.60,0.80,18.69,0.11,32.76,21.46,9.37,0.29,0.08,1198.85,0.20,5.04,432.29,19.24,0.21,5.23,12.19,24.75,1.46,13.82,9.47,45.58,30.75,10.71,2.72,0.08,1198.78,0.16,6.18,436.12,17.37,0.02,4.74,11.66,23.11,0.79,13.40,8.93,34.55,19.96,10.59,2.73,0.09,1198.39,0.01,143.28,492.52,41.51,21.20,18.58,0.25,19.56,1.39,17.99,0.18,36.05,26.44,8.22,0.07,0.08,1198.71,0.23,4.30,427.34,6.61,0.07,4.50,0.78,20.48,0.69,19.41,0.39,30.35,18.86,9.70,0.39,0.96,0.66,375.04,
0.11,1198.57,0.26,3.82,480.22,20.63,2.77,5.08,11.58,31.21,3.16,19.00,9.05,33.71,20.63,9.21,2.53,0.08,1198.67,0.00,253.91,431.18,14.03,6.49,4.29,2.21,17.79,1.37,15.34,1.07,37.38,22.09,12.65,1.14,0.08,1198.61,0.20,4.89,432.11,22.65,5.26,5.23,10.56,25.77,3.51,13.69,8.58,34.91,21.89,9.83,1.98,0.08,1198.70,0.16,6.09,431.01,17.19,0.13,4.85,11.28,28.03,1.33,17.58,9.12,34.92,20.34,10.96,2.17,0.09,1198.79,0.01,136.02,492.85,42.64,21.40,19.48,0.36,21.26,2.51,18.71,0.04,32.65,19.61,11.40,0.32,0.07,1198.62,0.23,4.26,425.86,8.94,0.00,4.58,2.73,25.45,2.22,21.91,1.32,31.49,19.53,8.98,1.41,1.14,0.76,348.96,
