
AMDuProfPcm Report

System:,Family(0x17) Model(0x1) Stepping(0x2)
Number of sockets:,2
Number of nodes(die):,8
Number of core complexes(CCX):,16
Number of physical cores:,48
Number of logical cores (threads) :,96
SMT Enabled:,True
Number of logical cores sharing L3:,6

CPU Topology:
Socket, Die, CCX, Core(s)
0,0,0, 0 1 2 48 49 50
0,0,1, 3 4 5 51 52 53
0,1,2, 6 7 8 54 55 56
0,1,3, 9 10 11 57 58 59
0,2,4, 12 13 14 60 61 62
0,2,5, 15 16 17 63 64 65
0,3,6, 18 19 20 66 67 68
0,3,7, 21 22 23 69 70 71
1,4,8, 24 25 26 72 73 74
1,4,9, 27 28 29 75 76 77
1,5,10, 30 31 32 78 79 80
1,5,11, 33 34 35 81 82 83
1,6,12, 36 37 38 84 85 86
1,6,13, 39 40 41 87 88 89
1,7,14, 42 43 44 90 91 92
1,7,15, 45 46 47 93 94 95

P0 state frequency (MHz):,2000.000000
Measured DF Frequency (MHz):,728.492920
Sampling interval (ms):,1000
Version:,3.2.228

IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles

Core-0 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-1 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-2 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-48 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-49 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-50 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,CCX-0(die-0 pkg-0),,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access (pti),L3 Miss (pti),Ave L3 Miss Latency,
0.15,1200.13,0.22,4.65,507.23,48.54,12.08,19.90,13.59,34.23,5.35,19.76,9.11,47.00,26.33,14.37,4.48,0.10,1201.16,0.27,3.73,525.78,47.15,17.75,25.32,0.07,16.29,3.80,12.46,0.04,48.43,23.74,22.49,0.04,0.10,1200.73,0.27,3.76,521.83,53.52,23.12,25.92,0.25,21.35,5.38,15.87,0.11,53.33,32.66,18.17,0.14,0.11,1201.01,0.22,4.56,560.16,70.39,38.45,27.40,0.43,22.48,4.43,17.72,0.32,32.58,18.84,11.83,0.11,0.10,1201.54,0.33,3.03,526.18,48.31,19.38,24.88,0.00,21.77,1.85,19.92,0.00,36.87,17.64,17.36,0.00,0.10,1201.13,0.33,3.02,519.82,44.32,15.56,24.89,0.00,28.64,7.71,20.93,0.00,42.50,27.13,13.27,0.00,24.72,5.07,331.72,
0.27,1199.60,0.33,3.04,408.94,113.60,12.63,40.67,56.03,81.97,5.07,44.07,32.83,45.41,4.88,16.66,23.20,0.09,1198.62,0.29,3.41,480.33,38.49,11.58,24.01,0.83,25.42,8.18,16.77,0.47,48.58,24.96,21.34,0.36,0.38,1199.67,0.28,3.58,492.66,46.40,18.69,24.65,0.77,27.47,10.05,16.76,0.67,53.86,33.60,18.77,0.11,0.09,1198.84,0.20,4.95,514.56,57.80,29.35,15.28,10.59,29.92,1.81,18.97,9.14,37.12,23.14,11.00,1.44,0.10,1198.66,0.37,2.70,482.05,35.03,8.83,23.58,0.82,17.16,1.49,15.07,0.60,43.40,18.73,22.47,0.21,0.10,1199.07,0.36,2.77,482.72,36.46,10.12,23.55,0.83,22.84,5.09,17.15,0.61,51.03,32.04,17.36,0.22,2.73,1.04,353.73,
0.69,1199.46,0.67,1.50,420.44,81.55,5.18,66.58,8.37,40.68,12.05,22.10,6.53,38.49,21.84,13.02,1.83,0.11,1198.86,0.27,3.73,524.11,48.54,19.28,24.88,0.25,26.23,6.48,19.57,0.18,53.69,31.01,20.23,0.07,0.11,1198.83,0.26,3.82,525.81,56.37,24.77,27.22,0.25,30.69,13.13,17.39,0.18,52.57,33.00,17.60,0.07,0.11,1197.38,0.07,15.00,532.52,72.75,34.60,29.16,2.57,26.80,6.09,18.78,1.93,38.73,26.00,9.96,0.64,0.10,1198.83,0.33,3.05,526.69,46.95,18.04,24.74,0.04,24.31,4.03,20.28,0.00,42.77,22.59,18.18,0.04,0.10,1198.83,0.32,3.09,521.99,44.54,14.36,26.28,0.00,19.92,2.87,17.05,0.00,35.94,20.93,13.69,0.00,63.03,7.05,347.15,
0.16,1200.49,0.04,26.54,507.76,87.81,15.57,19.01,50.88,57.97,6.54,20.91,30.52,65.43,30.91,12.46,20.36,0.12,1199.09,0.28,3.59,527.36,58.65,18.93,24.70,11.00,24.51,2.69,14.94,6.88,59.81,32.53,20.48,4.12,0.37,1248.08,0.25,4.07,524.45,53.42,23.02,26.04,0.25,20.96,4.93,15.93,0.11,46.01,29.19,14.70,0.14,0.10,1198.40,0.22,4.57,543.75,78.80,37.05,14.57,23.45,42.22,4.23,19.82,18.17,48.89,25.82,16.09,5.28,0.12,1199.18,0.34,2.92,528.34,67.57,17.96,25.14,20.34,31.17,1.56,16.71,12.91,43.90,17.17,17.27,7.43,0.12,1470.43,0.31,3.25,528.44,65.97,18.36,24.65,19.13,37.67,5.18,19.28,13.21,52.07,29.24,14.87,5.91,21.83,4.75,443.28,
0.53,1199.30,0.46,2.19,416.28,132.66,5.13,62.89,63.32,93.90,3.82,53.51,36.57,47.67,1.54,18.89,26.75,0.11,1200.61,0.27,3.72,480.74,42.15,15.93,24.42,0.18,20.02,1.83,18.12,0.07,46.89,26.48,18.42,0.11,0.08,1359.13,0.11,9.22,490.24,44.33,16.88,24.75,0.53,14.29,4.60,9.48,0.21,57.01,31.39,23.36,0.32,0.12,1198.00,0.07,14.98,567.94,92.39,51.24,20.53,14.61,75.50,37.70,25.02,12.78,32.67,21.75,7.20,1.83,0.12,1200.06,0.30,3.37,480.28,40.00,8.79,23.94,4.42,23.37,1.73,18.11,3.54,44.04,20.54,20.59,0.88,0.10,1323.39,0.14,6.91,509.97,51.17,21.88,27.42,0.14,23.25,3.28,19.83,0.14,39.33,22.57,15.24,0.00,34.20,4.55,359.42,
6.41,1199.95,0.80,1.25,432.83,80.75,4.97,71.51,2.67,4.20,0.57,1.58,2.05,25.24,18.49,6.04,0.62,0.11,1197.31,0.29,3.42,480.60,74.57,7.67,21.81,43.58,63.43,10.08,27.25,26.09,49.05,14.92,15.10,17.49,0.37,1199.72,0.29,3.43,485.37,47.52,19.22,24.94,1.26,55.09,7.00,47.19,0.90,29.43,9.97,18.29,0.36,0.12,1199.03,0.18,5.63,595.69,116.76,53.12,33.90,24.24,81.09,30.95,32.24,17.90,67.79,45.64,11.85,6.34,0.11,1199.51,0.30,3.34,475.24,38.79,12.16,22.58,2.14,41.10,15.80,23.59,1.71,49.57,28.98,17.95,0.44,0.10,1199.52,0.36,2.75,479.92,33.30,7.58,23.03,1.08,23.36,8.00,14.58,0.79,18.26,10.48,6.81,0.30,82.27,7.57,351.85,
83.06,2805.54,2.14,0.47,388.11,14.10,2.31,8.96,2.77,2.65,0.12,0.44,2.09,11.41,2.12,8.57,0.68,1.63,1237.02,0.49,2.06,415.29,83.54,4.25,60.50,17.28,60.86,3.41,44.02,13.43,26.00,4.55,16.84,3.85,0.26,1213.23,0.23,4.36,533.49,51.76,22.52,24.33,0.79,33.91,10.51,22.90,0.50,54.13,31.68,20.34,0.29,0.26,2307.75,0.00,857.47,414.14,134.98,73.05,34.79,24.56,99.33,47.59,33.69,18.04,37.86,26.00,5.02,6.52,0.14,1216.61,0.05,19.63,519.80,47.79,13.17,27.60,0.64,26.77,3.63,22.61,0.53,37.62,15.32,19.93,0.11,0.27,1210.11,0.28,3.60,535.98,47.78,18.11,24.97,0.50,26.49,3.80,22.47,0.22,42.70,24.93,15.25,0.29,1.24,1.09,407.26,
67.18,2836.66,0.30,3.33,452.97,129.66,12.65,60.61,54.42,85.07,3.99,48.49,32.59,41.95,1.97,17.47,21.83,0.73,1283.85,0.43,2.31,505.63,110.33,44.96,45.23,15.53,42.99,8.61,23.83,10.56,53.08,26.04,19.47,4.97,0.41,1286.50,0.32,3.16,561.69,86.22,42.22,38.53,0.89,38.25,13.93,23.89,0.43,40.77,24.18,13.55,0.46,0.22,2797.32,0.04,25.71,549.67,102.12,51.38,39.32,6.13,42.18,9.50,27.74,4.94,38.22,21.57,13.42,1.19,0.25,1244.55,0.24,4.14,679.38,120.24,77.86,33.30,0.64,24.73,3.55,20.72,0.46,42.06,17.20,21.87,0.18,0.13,1384.40,0.40,2.52,560.45,92.20,50.59,36.49,0.43,22.19,6.37,15.54,0.29,13.80,7.27,5.69,0.14,75.65,20.10,570.40,
0.79,1200.04,0.14,7.37,425.28,128.30,3.91,66.26,57.15,59.62,2.03,23.71,33.88,57.01,18.00,13.56,23.27,0.14,1198.93,0.29,3.48,478.39,55.15,15.74,23.43,13.78,27.81,2.63,16.13,9.05,57.40,28.43,21.98,4.73,0.11,1198.66,0.27,3.75,500.82,44.35,14.45,25.65,0.75,25.32,5.97,18.99,0.36,52.85,30.57,19.98,0.39,0.11,1196.93,0.02,58.52,511.34,67.01,27.13,27.16,8.61,32.25,5.04,19.86,7.35,46.40,25.40,17.87,1.25,0.12,1199.44,0.36,2.79,473.38,31.80,3.92,23.89,0.96,20.54,1.13,18.77,0.64,40.35,17.47,20.03,0.32,0.21,1199.66,0.32,3.10,497.52,43.51,16.82,24.72,0.11,25.35,3.98,21.37,0.00,46.65,28.61,16.19,0.11,11.66,1.86,316.34,
0.98,1216.17,0.29,3.50,438.67,128.68,7.24,62.73,57.05,86.06,2.96,49.38,33.71,44.62,2.49,18.15,23.34,0.14,1201.96,0.26,3.92,505.02,85.25,31.17,28.09,22.94,43.63,8.10,20.62,14.91,53.12,25.52,17.22,8.03,0.39,1205.52,0.28,3.61,525.05,100.82,44.11,35.58,18.03,48.56,11.75,23.93,12.88,46.77,27.30,12.66,5.14,0.12,1200.25,0.05,19.92,549.50,108.50,38.43,35.93,30.12,58.24,14.90,22.00,21.35,49.87,25.80,12.87,8.78,0.11,1200.13,0.44,2.27,502.83,87.16,24.22,33.97,25.95,36.12,5.22,13.78,17.11,56.81,25.00,20.15,8.84,1.82,1609.72,1.21,0.82,659.27,76.63,17.90,23.69,32.99,50.13,5.15,20.77,24.21,50.85,27.96,11.64,8.77,18.42,4.00,431.32,
