
AMDuProfPcm Report

System:,Family(0x17) Model(0x1) Stepping(0x2)
Number of sockets:,2
Number of nodes(die):,8
Number of core complexes(CCX):,16
Number of physical cores:,48
Number of logical cores (threads) :,96
SMT Enabled:,True
Number of logical cores sharing L3:,6

CPU Topology:
Socket, Die, CCX, Core(s)
0,0,0, 0 1 2 48 49 50
0,0,1, 3 4 5 51 52 53
0,1,2, 6 7 8 54 55 56
0,1,3, 9 10 11 57 58 59
0,2,4, 12 13 14 60 61 62
0,2,5, 15 16 17 63 64 65
0,3,6, 18 19 20 66 67 68
0,3,7, 21 22 23 69 70 71
1,4,8, 24 25 26 72 73 74
1,4,9, 27 28 29 75 76 77
1,5,10, 30 31 32 78 79 80
1,5,11, 33 34 35 81 82 83
1,6,12, 36 37 38 84 85 86
1,6,13, 39 40 41 87 88 89
1,7,14, 42 43 44 90 91 92
1,7,15, 45 46 47 93 94 95

P0 state frequency (MHz):,2000.000000
Measured DF Frequency (MHz):,618.672974
Sampling interval (ms):,1000
Version:,3.2.228

IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles

Core-6 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-7 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-8 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-54 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-55 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-56 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,CCX-2(die-1 pkg-0),,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access (pti),L3 Miss (pti),Ave L3 Miss Latency,
0.09,1204.64,0.26,3.86,489.04,33.50,2.71,5.29,24.23,68.93,28.47,23.72,16.74,35.01,18.94,7.47,7.49,0.84,1199.12,0.51,1.95,500.94,95.90,30.08,41.31,22.56,111.41,56.10,39.78,15.52,48.72,27.91,12.39,7.04,0.15,1197.50,0.38,2.62,531.46,102.97,40.32,33.47,26.18,77.09,32.34,26.71,18.04,50.94,29.22,12.20,8.14,0.06,1207.83,0.16,6.25,436.22,31.72,0.84,4.92,24.23,36.76,1.62,18.32,16.82,43.99,24.92,8.51,7.40,0.06,1208.70,0.02,64.04,439.36,35.72,2.59,5.03,27.20,37.94,6.52,13.18,18.25,45.74,25.24,9.61,8.95,0.06,1208.61,0.09,11.72,439.19,32.47,2.12,4.83,24.62,30.51,3.88,9.95,16.68,63.13,40.73,12.12,7.94,27.36,16.76,301.81,
0.14,1199.03,0.26,3.79,483.91,24.95,1.89,4.83,16.86,12.31,0.12,2.02,10.17,10.17,1.67,1.70,6.69,0.95,1199.79,0.49,2.02,510.66,95.82,30.09,42.72,21.56,35.20,0.69,19.83,14.68,60.83,29.28,23.41,6.88,0.21,1199.75,0.08,12.86,540.69,103.94,40.40,38.02,22.66,50.80,14.42,21.09,15.29,48.90,28.13,12.17,7.36,0.11,1198.83,0.17,6.05,434.75,23.99,1.69,4.70,15.68,11.32,0.23,2.08,9.01,10.88,1.77,2.11,6.67,0.14,1199.21,0.02,64.61,441.26,31.51,2.91,4.90,22.51,47.40,9.97,22.85,14.57,37.38,22.32,5.48,7.94,0.11,1196.94,0.02,46.60,507.19,62.07,25.84,10.61,22.96,17.62,0.07,1.90,15.65,11.36,1.54,2.08,7.30,26.67,16.84,302.66,
0.11,1198.57,0.26,3.88,483.20,27.91,2.01,4.82,19.75,13.96,0.16,2.09,11.71,11.52,1.67,1.69,8.04,0.88,1199.68,0.48,2.07,509.88,93.95,28.92,41.86,21.79,35.48,0.81,19.80,14.88,60.82,29.71,23.06,6.92,0.17,1199.15,0.03,32.37,563.37,114.52,52.45,35.13,23.67,50.78,12.16,22.78,15.85,47.78,24.71,14.13,7.83,0.08,1198.38,0.16,6.21,433.95,28.87,1.69,4.92,20.34,14.24,0.11,1.67,12.46,12.09,1.76,2.10,7.89,0.09,1198.63,0.01,66.70,439.13,32.42,2.33,4.96,23.82,48.28,10.41,22.78,15.09,36.88,21.22,5.27,8.73,0.09,1198.54,0.02,65.42,499.47,47.42,11.10,8.57,25.26,20.72,0.07,2.15,18.51,10.78,1.49,2.13,6.76,22.52,14.47,303.80,
0.12,1198.83,0.26,3.82,479.81,29.13,4.14,4.64,18.88,14.68,0.16,2.07,12.45,11.77,3.67,1.74,6.43,0.87,1199.56,0.51,1.98,514.91,99.85,30.90,42.00,25.28,38.12,0.50,19.80,17.81,61.86,29.67,23.45,7.47,0.19,1199.22,0.13,7.78,539.87,103.01,38.88,35.34,25.79,36.63,2.22,16.16,18.24,59.96,29.86,21.56,7.55,0.09,1198.54,0.16,6.16,431.94,27.00,3.83,4.81,16.29,10.91,0.14,2.06,8.72,13.50,3.66,2.15,7.57,0.11,1198.80,0.02,63.97,439.88,47.38,4.32,5.60,26.16,49.98,9.88,22.10,18.00,38.74,23.02,5.84,8.16,0.09,1200.83,0.04,27.44,482.61,43.53,16.31,7.50,20.26,20.47,2.62,3.26,14.60,19.55,10.48,3.36,5.66,19.97,12.96,301.87,
0.11,1198.66,0.26,3.82,484.90,29.07,0.95,5.06,21.73,45.13,23.52,7.11,14.49,29.82,17.16,3.96,7.23,0.85,1200.03,0.49,2.03,515.37,100.06,31.38,43.01,24.03,129.81,68.61,44.23,16.96,46.34,27.81,10.17,7.06,0.18,1199.41,0.07,13.72,551.43,113.22,44.57,36.18,29.15,120.08,64.10,34.63,21.34,38.44,23.40,6.21,7.80,0.08,1198.83,0.16,6.12,437.27,25.75,0.79,5.38,17.95,39.39,2.70,25.25,11.44,42.67,18.25,16.31,6.51,0.10,1198.59,0.02,65.12,444.09,32.16,2.05,5.62,23.33,68.70,22.56,31.56,14.58,46.30,24.97,11.00,8.75,0.09,1196.50,0.03,37.85,508.42,57.87,18.44,9.69,27.17,57.40,12.24,24.40,20.75,44.56,22.80,14.08,6.41,33.47,20.61,303.38,
0.11,1198.82,0.26,3.80,484.20,30.34,1.16,4.69,23.21,58.77,19.76,23.25,15.76,27.35,13.12,5.62,7.45,0.97,1199.40,0.44,2.28,510.91,96.75,28.88,42.16,24.13,92.43,40.51,35.27,16.65,49.17,26.66,13.83,7.48,0.20,1198.74,0.03,31.01,565.11,112.32,46.89,35.10,27.09,93.77,39.89,34.39,19.49,43.74,24.43,10.40,7.60,0.13,1198.96,0.17,5.95,438.73,29.74,0.85,4.94,22.18,34.80,0.49,19.77,14.54,33.04,15.12,7.33,7.64,0.14,1199.03,0.01,75.64,445.73,34.45,2.88,5.06,25.51,48.81,5.77,24.96,18.09,51.34,27.02,14.77,7.42,0.16,1198.37,0.05,18.35,574.02,103.68,55.96,15.72,28.36,58.75,17.17,19.93,21.65,45.87,28.28,8.66,6.70,36.11,22.11,304.54,
0.14,1199.11,0.02,51.22,481.28,32.56,4.12,5.40,21.80,17.14,0.00,1.97,15.17,10.89,2.44,1.72,6.64,1.01,1199.80,0.49,2.04,520.46,98.19,31.07,42.60,22.92,36.15,0.54,19.66,15.94,59.08,27.73,23.34,6.98,0.24,1199.83,0.10,9.97,548.19,99.15,36.63,35.97,23.55,32.72,0.73,15.63,16.36,51.86,25.18,18.57,7.19,0.13,1199.23,0.03,37.28,529.36,92.52,37.17,28.61,20.89,15.81,0.11,1.70,14.00,11.08,1.77,2.08,6.89,0.13,1199.37,0.02,60.46,442.24,32.57,2.58,4.83,24.17,48.41,9.65,22.72,16.05,37.57,22.09,5.64,8.12,0.13,1199.91,0.03,32.23,482.49,44.64,11.70,6.54,24.67,19.57,0.09,1.88,17.61,10.95,1.90,2.13,7.06,33.93,20.23,287.58,
0.11,1198.40,0.27,3.74,485.12,31.90,0.98,5.11,24.46,19.11,0.21,2.21,16.70,10.97,1.25,1.69,7.76,0.85,1199.69,0.51,1.98,511.46,97.89,27.90,41.01,27.72,40.26,0.72,19.69,19.85,60.29,28.09,23.20,7.87,0.19,1199.14,0.11,9.12,543.70,103.70,37.72,35.57,27.25,35.53,0.77,16.33,18.43,54.86,26.74,18.39,8.82,0.08,1198.40,0.17,5.86,436.24,36.15,0.90,4.85,28.63,22.51,0.16,1.97,20.38,11.74,0.88,2.13,8.25,0.10,1198.51,0.02,61.94,441.99,21.58,2.43,4.70,13.44,41.47,10.16,22.38,8.93,34.08,22.45,5.32,4.51,0.09,1198.26,0.03,28.71,482.07,43.57,21.83,7.91,11.80,10.08,-0.05,2.22,7.91,8.01,2.01,2.15,3.89,30.66,20.90,283.80,
0.13,1196.88,0.18,5.50,548.75,59.24,17.35,18.40,20.93,16.72,0.19,2.07,14.46,10.44,2.16,1.69,6.47,0.89,1199.68,0.50,1.99,514.76,99.88,28.29,43.30,26.92,39.64,0.82,19.62,19.21,61.21,29.09,23.22,7.71,0.24,1199.43,0.13,7.82,558.08,104.31,40.94,37.83,22.50,47.95,10.08,22.88,14.99,51.49,26.59,16.19,7.51,0.11,1197.13,0.10,10.14,499.68,50.36,16.60,10.03,21.12,18.23,0.16,1.97,16.11,9.22,1.77,2.11,5.01,0.36,1199.05,0.04,25.89,537.89,73.81,22.36,23.43,24.72,47.44,10.63,18.75,18.06,39.66,22.99,8.82,6.67,0.30,1199.58,0.07,14.30,587.74,91.44,25.93,37.07,25.22,20.66,0.16,2.31,18.20,10.92,1.39,2.02,7.02,36.01,20.52,279.38,
0.10,1200.74,0.27,3.74,481.13,31.21,2.15,4.67,23.05,17.21,-0.09,2.30,15.01,11.80,1.90,1.72,8.04,0.86,1199.67,0.51,1.98,515.22,101.66,28.96,42.53,28.75,41.49,0.69,19.74,21.06,61.27,28.10,24.28,7.69,0.19,1199.25,0.26,3.86,550.82,105.78,41.40,36.19,24.84,35.04,0.88,17.20,16.95,56.90,28.39,19.64,7.89,0.07,1201.16,0.17,5.97,434.06,33.89,1.80,4.85,25.66,17.46,0.02,1.83,15.60,14.13,1.79,2.20,10.05,0.10,1201.28,0.02,63.85,442.10,37.62,2.26,4.81,29.52,51.25,6.77,22.39,22.10,35.26,18.90,6.97,7.42,0.09,1201.14,0.07,13.61,468.01,48.52,14.67,7.20,24.92,22.84,2.24,3.50,17.11,19.08,8.16,3.15,7.81,21.82,14.52,278.76,
