
AMDuProfPcm Report

System:,Family(0x17) Model(0x1) Stepping(0x2)
Number of sockets:,2
Number of nodes(die):,8
Number of core complexes(CCX):,16
Number of physical cores:,48
Number of logical cores (threads) :,96
SMT Enabled:,True
Number of logical cores sharing L3:,6

CPU Topology:
Socket, Die, CCX, Core(s)
0,0,0, 0 1 2 48 49 50
0,0,1, 3 4 5 51 52 53
0,1,2, 6 7 8 54 55 56
0,1,3, 9 10 11 57 58 59
0,2,4, 12 13 14 60 61 62
0,2,5, 15 16 17 63 64 65
0,3,6, 18 19 20 66 67 68
0,3,7, 21 22 23 69 70 71
1,4,8, 24 25 26 72 73 74
1,4,9, 27 28 29 75 76 77
1,5,10, 30 31 32 78 79 80
1,5,11, 33 34 35 81 82 83
1,6,12, 36 37 38 84 85 86
1,6,13, 39 40 41 87 88 89
1,7,14, 42 43 44 90 91 92
1,7,15, 45 46 47 93 94 95

P0 state frequency (MHz):,2000.000000
Measured DF Frequency (MHz):,1199.983887
Sampling interval (ms):,1000
Version:,3.2.228

IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles

Core-0 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-1 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-2 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-48 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-49 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-50 (ccx-0 die-0 pkg-0),,,,,,,,,,,,,,,,,CCX-0(die-0 pkg-0),,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access (pti),L3 Miss (pti),Ave L3 Miss Latency,
3.99,1199.99,0.52,1.92,522.04,49.67,10.66,32.23,5.91,8.86,2.16,2.54,4.16,15.92,8.53,5.37,1.75,0.45,1199.94,0.38,2.62,595.36,78.25,26.52,35.79,14.33,36.13,4.75,20.92,10.46,25.75,9.78,11.60,3.87,0.49,1200.14,0.43,2.35,621.62,112.93,62.41,32.99,14.20,30.41,14.62,4.35,11.44,24.15,16.91,3.90,2.77,0.08,1199.01,0.01,180.23,521.52,62.82,22.57,13.94,23.57,114.57,68.26,28.09,18.22,58.04,39.15,11.59,5.35,0.10,1199.77,0.10,9.54,515.37,87.07,22.98,21.59,40.57,39.44,1.00,4.28,34.17,13.54,4.95,2.66,6.40,0.10,1199.59,0.08,12.60,544.86,51.27,26.90,21.51,0.43,14.93,8.37,6.27,0.29,12.58,8.52,3.09,0.14,39.11,18.08,317.75,
26.62,2204.51,1.12,0.89,554.37,46.74,26.07,15.05,4.85,7.55,1.25,2.43,3.87,24.32,14.86,8.12,0.98,0.80,1216.80,0.37,2.67,665.35,131.27,81.56,30.70,15.97,23.21,5.21,5.77,12.23,13.67,2.77,7.02,3.74,1.42,1203.46,0.02,40.80,479.98,65.41,23.61,14.73,24.40,19.65,0.16,2.23,17.27,10.02,0.05,2.27,7.13,0.20,1552.43,0.16,6.27,758.59,225.56,150.84,41.87,28.80,106.63,55.79,30.02,20.82,76.06,51.09,14.64,7.97,0.17,1212.71,0.16,6.42,724.12,163.24,115.47,38.83,3.92,92.21,58.87,30.41,2.93,38.45,29.43,6.99,0.99,0.06,1244.37,0.01,69.53,436.92,12.81,0.15,4.70,7.28,7.55,0.00,1.81,5.74,3.10,0.00,1.63,1.54,14.79,8.09,705.57,
46.44,2801.20,0.12,8.04,539.62,34.01,6.38,26.74,0.07,2.52,0.02,2.46,0.04,6.74,3.32,3.04,0.04,1.19,1535.75,0.08,12.74,725.92,153.93,103.39,29.50,16.86,88.85,54.24,21.57,13.05,50.80,39.61,6.33,3.81,0.10,1270.36,0.34,2.98,494.89,31.03,13.62,15.64,0.00,2.06,0.09,1.97,0.00,2.84,0.00,2.27,0.00,0.18,2053.54,0.22,4.48,618.41,80.09,54.37,22.84,0.04,41.28,31.54,9.71,0.04,20.94,15.55,4.72,0.00,3.22,2301.51,0.18,5.50,775.30,186.55,125.75,32.74,22.62,123.18,77.85,27.60,17.73,50.23,35.25,8.99,4.89,4.83,2570.00,0.17,6.05,432.85,5.75,0.23,4.53,0.00,1.81,0.11,1.70,0.00,1.54,0.00,1.61,0.00,66.71,13.25,331.89,
0.07,1200.81,0.02,41.87,483.04,9.19,2.83,5.23,0.00,2.27,0.16,2.11,0.00,2.72,0.05,2.32,0.00,0.09,1200.69,0.00,290.50,445.65,12.51,5.87,5.06,0.89,3.38,0.29,2.51,0.57,8.22,6.72,1.49,0.32,0.34,1199.61,0.02,45.21,534.45,53.73,35.29,15.13,0.00,2.10,0.14,1.96,0.00,2.85,0.00,2.28,0.00,0.08,1197.73,0.27,3.65,541.22,54.08,41.62,11.00,0.00,2.69,0.30,2.39,0.00,2.07,0.09,1.87,0.00,0.17,1198.73,0.31,3.22,633.36,87.18,52.03,24.00,9.09,19.63,1.50,11.45,6.68,63.63,45.45,14.83,2.41,0.06,1197.88,0.01,69.64,430.93,5.38,0.15,4.55,0.00,1.83,0.11,1.72,0.00,1.54,0.00,1.61,0.00,5.15,1.77,1425.29,
0.08,1197.22,0.05,21.84,505.44,24.71,14.26,8.71,0.07,22.38,0.84,21.53,0.00,13.04,5.40,7.14,0.07,0.06,1197.01,0.02,44.61,515.74,37.91,26.95,8.81,0.79,3.24,0.32,2.60,0.32,7.78,7.06,1.52,0.46,0.06,1197.87,0.01,90.20,517.17,34.74,21.39,11.33,0.07,2.22,0.16,2.06,0.00,2.92,0.00,2.27,0.07,0.06,1201.02,0.03,36.17,485.32,25.10,14.95,8.79,0.07,2.60,-0.07,2.67,0.00,3.06,0.34,2.44,0.07,0.14,1198.88,0.25,4.01,536.90,70.85,39.09,21.24,9.20,20.49,1.87,12.02,6.61,62.23,45.53,13.49,2.60,0.06,1197.58,0.01,102.36,479.81,25.54,13.76,9.95,0.04,1.83,0.02,1.81,0.00,1.60,0.00,1.63,0.04,2.33,1.34,346.41,
0.24,1199.49,0.38,2.64,499.32,32.48,3.92,27.20,0.78,3.06,0.16,2.11,0.78,2.67,0.02,2.32,0.00,0.06,1199.24,0.01,143.37,442.96,20.95,4.72,4.38,10.67,11.32,0.54,2.37,8.40,10.08,5.68,1.65,2.27,0.35,1199.06,0.03,39.68,503.84,40.35,21.19,16.72,0.04,2.22,0.16,2.06,0.00,2.88,0.05,2.25,0.04,0.06,1198.62,0.05,21.66,450.78,14.61,6.70,6.78,0.00,1.98,0.16,1.82,0.00,2.00,0.00,1.89,0.00,0.14,1199.09,0.20,5.12,522.00,65.67,34.73,20.72,8.81,18.44,0.84,10.94,6.66,60.16,43.12,13.80,2.15,0.06,1198.55,0.01,70.77,436.79,5.84,0.51,4.49,0.07,1.81,0.11,1.69,0.00,1.61,0.00,1.60,0.07,5.79,3.54,647.77,
0.08,1198.24,0.26,3.89,474.69,6.65,0.05,5.34,0.07,15.39,0.72,14.67,0.00,15.21,3.62,11.13,0.07,0.07,1198.57,0.01,147.72,442.78,9.71,3.25,4.78,0.46,2.83,0.36,2.08,0.39,5.93,3.96,1.58,0.07,0.07,1201.27,0.25,3.95,489.99,42.82,18.61,22.72,0.07,2.02,0.02,1.99,0.00,3.14,0.41,2.25,0.07,0.06,1198.07,0.16,6.25,431.86,5.45,0.00,4.48,0.04,2.48,-0.02,2.50,0.00,3.29,0.48,2.34,0.04,0.14,1199.00,0.22,4.51,527.89,69.56,37.84,21.53,8.55,19.42,1.01,11.82,6.58,59.91,43.92,13.07,1.97,0.06,1197.79,0.14,7.29,434.17,5.56,0.34,4.59,0.00,2.08,0.16,1.92,0.00,2.01,0.38,1.70,0.00,2.24,1.53,347.04,
0.19,1199.20,0.25,4.01,476.62,11.12,0.22,5.58,4.02,6.04,0.83,2.53,2.69,29.44,15.09,12.59,1.33,0.06,1198.52,0.01,152.19,442.77,18.02,3.12,4.06,10.03,100.16,62.17,28.77,9.22,55.29,47.30,6.33,0.82,0.34,1199.67,0.02,51.27,483.76,55.65,23.74,10.82,18.30,15.88,0.16,2.22,13.50,7.69,0.50,2.24,4.80,0.06,1197.83,0.17,5.86,445.75,32.61,4.87,5.16,21.70,84.98,41.91,26.76,16.30,61.68,39.61,12.09,5.39,0.14,1199.19,0.24,4.23,520.73,86.99,34.93,20.36,30.54,89.93,44.42,21.87,23.64,51.32,35.26,8.32,6.90,0.06,1198.12,0.01,68.42,433.55,7.95,0.66,4.40,2.12,4.00,0.24,2.12,1.64,1.99,0.00,1.60,0.48,0.95,0.66,2018.55,
70.72,2880.28,1.63,0.61,521.08,25.12,9.57,11.94,3.09,3.87,0.47,1.04,2.36,12.01,5.75,5.05,0.73,0.41,1275.86,0.15,6.46,684.26,95.96,53.60,22.41,17.74,64.86,24.00,26.31,14.55,22.06,11.33,6.80,3.18,0.14,1311.16,0.24,4.25,496.87,35.06,14.94,18.59,0.00,2.32,0.16,2.16,0.00,3.44,0.53,2.27,0.00,0.28,2438.58,0.00,532.01,492.83,169.91,117.96,39.84,6.94,42.63,26.93,10.11,5.59,29.80,17.49,6.56,1.35,0.18,1300.98,0.24,4.11,735.71,159.61,104.34,32.45,18.12,100.20,57.42,28.52,14.25,44.51,31.22,7.48,3.86,0.06,1275.79,0.19,5.17,472.40,24.07,13.66,9.37,0.00,2.11,0.16,1.95,0.00,1.90,0.36,1.61,0.00,3.27,1.57,571.85,
100.00,2999.11,1.99,0.50,465.83,17.64,7.84,7.17,2.06,3.27,0.53,1.18,1.56,14.69,8.21,5.38,0.50,0.31,1332.79,0.05,20.13,539.18,41.53,8.13,31.20,1.32,3.45,0.36,2.51,0.57,8.56,5.89,1.90,0.75,0.33,1332.91,0.02,56.21,474.30,36.82,23.47,10.50,0.29,2.02,0.02,1.93,0.07,4.69,1.15,2.73,0.22,0.04,2996.60,0.01,93.06,480.39,89.31,61.11,18.72,1.88,28.94,18.85,8.72,1.38,34.58,31.11,5.39,0.50,0.15,1332.08,0.19,5.14,633.88,85.83,48.27,23.37,12.51,41.25,12.96,19.72,8.56,49.22,34.10,10.00,3.95,0.05,1331.16,0.01,74.62,433.48,16.14,0.64,4.49,10.43,10.39,0.02,1.70,8.67,4.05,0.88,1.61,1.76,1.51,0.64,631.91,
