CoreId,DTLB misses per 1000,"L1 ITLB miss,L2 ITLB hit per 1000","L1 ITLB miss,L2 ITLB miss per 1000",Retired Instructions
0,7.62977020700709,0.0812384049494664,0.01944798702172956,2896597984
1,7.302247089493436,0.19713706502729658,0.02953876251225842,3427970280
2,7.546183310912796,0.1747437804366286,0.03221779266401148,2053927179
3,8.956611983319313,1.6512800102311593,0.04145128145798858,16920514284
4,7.9944984853088705,0.14597068105671182,0.06671923290666788,2065716196
5,7.455932218890268,0.01960463294870417,0.03713167376523566,2128425465
6,7.588159865567868,0.006400784583330882,0.001979969366229881,2000536002
7,8.024854876642065,0.006177894069227384,0.005700207058766226,2091327539
8,7.980273406285788,0.006414044330233738,0.006380648233705477,2006222492
9,8.3637072519638,1.9654045460024567,0.014799296151413724,47599763718
10,7.192280446884546,2.1912371720822623,0.00038140266855166567,243603434535
11,8.206338260728668,0.5327409232017644,0.06582792149871011,2397037555
12,6.612797335987915,0.060985537920070346,0.02474310759315909,2703985332
13,7.701128914688552,0.11492624179473569,0.01958288770628248,2190126433
14,6.840000644201081,0.15204703569124087,0.024941504646947565,2428682666
15,8.428299796958228,0.5279176774737742,0.10803004441923274,2468905770
16,8.12585208334008,0.022361488797613415,0.10372214087729884,1910874557
17,7.754140257103651,0.01566800620947415,0.07647949687158376,2105309352
18,7.805869297474522,0.006683092109472804,0.004787229705679913,1975881790
19,7.8264773767838625,0.005753893827563813,0.0033806962391500443,2071466794
20,8.029640694606625,0.006364542916336838,0.005192234514465881,1960235034
21,7.579415016970311,0.011281369073531826,0.02192399244137172,2018017481
22,7.259438328479173,2.2009501019827735,0.0001249254756338694,786244755136
23,7.770090295915362,2.315207005370744,0.003266664581937304,275019359186
