CoreId,DTLB misses per 1000,"L1 ITLB miss,L2 ITLB hit per 1000","L1 ITLB miss,L2 ITLB miss per 1000",Retired Instructions
0,4.681104646034227,0.023735435157731525,0.00581087726011821,357777304
1,0.7417777763922071,0.0032452402110653153,0.0030849814352102377,399354105
2,5.747004044117245,0.004459486565660206,0.25127841648546595,10987812
3,1.2006839862305474,0.0337592723270981,0.006109903684210288,1046497675
4,4.004793269723587,0.09543463619443453,0.011057411136285004,114402909
5,4.5539970263385845,0.0,0.24146870514205038,973211
6,1.3867695650438665,0.08660303175444682,0.012176998151929297,181079111
7,1.7931109135742633,0.0038903523493607683,0.08855748630376956,67346085
8,6.997768888066102,0.0,0.43819475901914334,20753329
9,6.330590183337154,1.5471322328825672,0.010621078974526382,405043594
10,3.18322568734458,0.0,0.17622426915879486,357499
11,8.982592181119385,0.4381981143406198,0.8904711145808312,1065728
12,0.6686143929140987,0.019664049817799265,0.004900999182617429,299734798
13,2.4176346415269507,0.0,0.15196560603883688,361924
14,2.3401351841190645,0.0,0.1465916117614448,375192
15,3.7151173462439533,0.2517699141243785,0.13322464833627085,8106608
16,1.9369166290971631,0.0,0.10018534288433603,419223
17,1.9512857872372322,0.0,0.09838415733969239,426898
18,6.843915095561506,0.0014626299772865113,0.4060722700098077,25980597
19,2.5457186558632614,0.8677485793401363,0.09125402889321914,41302286
20,3.674634986258032,0.0,0.6159388167442035,1714456
21,2.9781628137220135,0.0,0.10109065585371059,623203
22,2.785357848964238,0.0,0.07486699648889066,654494
23,1.4306661229619513,0.07094420314927198,0.0017049069977949634,65763117956
