
AMDuProf PROFILE REPORT

EXECUTION
Target Path:
Command Line Arguments:
Working Directory:
Environment Variables:
CPU Details:,"Family(0x17), Model(0x1), Number of Cores(96)"
Operating System:,"LinuxUbuntu 18.04.2 LTS-64 (Kernel: 4.15.0)"

PROFILE DETAILS
Profile Session Type:,"Investigate Data Access"
Profile Scope:,"System-Wide"
CPU Mask:,"0xFFFFFFFF"
CPU Affinity Mask:,"0xFFFFFFFFFFFFFFFFFFFFFFFF"
Profile Start Time:,"Apr-10-2020_22-31-04"
Profile End Time:,"Apr-10-2020_22-31-34"
Profile Duration:,"30 seconds"
Data Folder:,"/tmp/neo4j_bench/q1"
Call Stack Sampling:,"False"

Monitored Events:,Name,Interval,Unitmask,User,OS
,"Misaligned loads (PMCx047)",25000,0,True,True
,"Cycles not in Halt (PMCx076)",250000,0,True,True
,"Retired Instructions (PMCx0C0)",250000,0,True,True
,"LS Dispatch (PMCx029)",250000,7,True,True
,"Data Cache Refills from System (PMCx043)",25000,11,True,True
,"Requests to L2 Group1 (PMCx060)",25000,c8,True,True
,"L1 DTLB Miss (PMCx045)",25000,ff,True,True

"5 HOTTEST FUNCTIONS (Sort Event - CPU clocks)"
FUNCTION,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"acpi_idle_do_entry",0,19362,273,1174,176,273,11,4.3004,0.1000,0.0233,0.0141,70.9231,4.3004,0.0040,0.0645,0.0000,0.0000
"native_write_msr",0,1060,188,182,2,15,0,0.9681,0.0080,0.0082,0.1774,5.6383,0.9681,0.0000,0.0011,0.0000,0.0000
"native_read_msr",0,533,45,102,11,34,3,2.2667,0.0756,0.0333,0.0844,11.8444,2.2667,0.0067,0.0244,0.0000,0.0000
"poll_idle",0,499,483,493,0,1,0,1.0207,0.0002,0.0002,0.9679,1.0331,1.0207,0.0000,0.0000,0.0000,0.0000
"menu_select",0,451,328,122,8,75,10,0.3720,0.0229,0.0615,0.7273,1.3750,0.3720,0.0030,0.0024,0.0000,0.0000


"ALL PROCESSES (Sort Event - CPU clocks)"
PROCESS,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
[kernel] (PID - 0),0,28197,3586,4045,356,1292,145,1.1280,0.0360,0.0319,0.1272,7.8631,1.1280,0.0040,0.0099,0.0000,0.0000
/usr/bin/containerd (PID - 2654),0,97,25,4,1,5,2,0.1600,0.0200,0.1250,0.2577,3.8800,0.1600,0.0080,0.0040,0.0000,0.0000
/usr/bin/gnome-shell (PID - 3406),0,30,22,11,2,2,0,0.5000,0.0091,0.0182,0.7333,1.3636,0.5000,0.0000,0.0091,0.0000,0.0000
/usr/bin/dockerd (PID - 4140),0,17,10,8,1,3,0,0.8000,0.0300,0.0375,0.5882,1.7000,0.8000,0.0000,0.0100,0.0000,0.0000
kworker/10:3 (PID - 71560),0,4,2,1,1,1,0,0.5000,0.0500,0.1000,0.5000,2.0000,0.5000,0.0000,0.0500,0.0000,0.0000
/usr/lib/accountsservice/accounts-daemon (PID - 2008),0,2,1,1,0,1,0,1.0000,0.1000,0.1000,0.5000,2.0000,1.0000,0.0000,0.0000,0.0000,0.0000
kworker/u192:2 (PID - 33977),0,2,1,1,0,0,0,1.0000,0.0000,0.0000,0.5000,2.0000,1.0000,0.0000,0.0000,0.0000,0.0000
watchdog/30 (PID - 193),0,1,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/u197:1 (PID - 83154),0,1,1,0,0,0,0,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/26:0 (PID - 47290),0,1,0,0,0,1,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000


PROFILE REPORT FOR PROCESS - [kernel] (PID - 0)
PROCESS,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"[kernel]",0,28197,3586,4045,356,1292,145,1.1280,0.0360,0.0319,0.1272,7.8631,1.1280,0.0040,0.0099,0.0000,0.0000

THREAD SUMMARY
THREAD,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"Thread-0",0,28197,3586,4045,356,1292,145,1.1280,0.0360,0.0319,0.1272,7.8631,1.1280,0.0040,0.0099,0.0000,0.0000


MODULE SUMMARY
MODULE,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"[kernel.kallsyms]_text",0,28194,3585,4043,356,1292,144,1.1278,0.0360,0.0320,0.1272,7.8644,1.1278,0.0040,0.0099,0.0000,0.0000
"/lib/modules/4.15.0-91-generic/kernel/arch/x86/kvm/kvm.ko",0,3,1,2,0,0,1,2.0000,0.0000,0.0000,0.3333,3.0000,2.0000,0.1000,0.0000,0.0000,0.0000


FUNCTION SUMMARY
FUNCTION,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"acpi_idle_do_entry",0,19362,273,1174,176,273,11,4.3004,0.1000,0.0233,0.0141,70.9231,4.3004,0.0040,0.0645,0.0000,0.0000
"native_write_msr",0,1060,188,182,2,15,0,0.9681,0.0080,0.0082,0.1774,5.6383,0.9681,0.0000,0.0011,0.0000,0.0000
"native_read_msr",0,533,45,102,11,34,3,2.2667,0.0756,0.0333,0.0844,11.8444,2.2667,0.0067,0.0244,0.0000,0.0000
"poll_idle",0,499,483,493,0,1,0,1.0207,0.0002,0.0002,0.9679,1.0331,1.0207,0.0000,0.0000,0.0000,0.0000
"menu_select",0,451,328,122,8,75,10,0.3720,0.0229,0.0615,0.7273,1.3750,0.3720,0.0030,0.0024,0.0000,0.0000
"__tick_nohz_idle_enter",0,349,203,144,10,77,1,0.7094,0.0379,0.0535,0.5817,1.7192,0.7094,0.0005,0.0049,0.0000,0.0000
"apic_timer_interrupt",0,327,53,128,2,23,27,2.4151,0.0434,0.0180,0.1621,6.1698,2.4151,0.0509,0.0038,0.0000,0.0000
"__x86_indirect_thunk_rax",0,281,53,66,8,37,1,1.2453,0.0698,0.0561,0.1886,5.3019,1.2453,0.0019,0.0151,0.0000,0.0000
"read_tsc",0,209,33,48,9,25,6,1.4545,0.0758,0.0521,0.1579,6.3333,1.4545,0.0182,0.0273,0.0000,0.0000
"ktime_get",0,207,43,71,4,46,10,1.6512,0.1070,0.0648,0.2077,4.8140,1.6512,0.0233,0.0093,0.0000,0.0000

Function Detail Data
Function,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"acpi_idle_do_entry" (BINARY FILE NOT FOUND),0,19362,273,1174,176,273,11,4.300,0.100,0.023,0.014,70.923,4.300,0.004,0.064,0.000,0.000

Function,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
