
AMDuProf PROFILE REPORT

EXECUTION
Target Path:
Command Line Arguments:
Working Directory:
Environment Variables:
CPU Details:,"Family(0x17), Model(0x1), Number of Cores(96)"
Operating System:,"LinuxUbuntu 18.04.2 LTS-64 (Kernel: 4.15.0)"

PROFILE DETAILS
Profile Session Type:,"Investigate Data Access"
Profile Scope:,"System-Wide"
CPU Mask:,"0xFFFFFFFF"
CPU Affinity Mask:,"0xFFFFFFFFFFFFFFFFFFFFFFFF"
Profile Start Time:,"Apr-10-2020_23-23-25"
Profile End Time:,"Apr-10-2020_23-23-56"
Profile Duration:,"31 seconds"
Data Folder:,"/tmp/neo4j_bench/q4/five"
Call Stack Sampling:,"False"

Monitored Events:,Name,Interval,Unitmask,User,OS
,"Misaligned loads (PMCx047)",25000,0,True,True
,"Cycles not in Halt (PMCx076)",250000,0,True,True
,"Retired Instructions (PMCx0C0)",250000,0,True,True
,"LS Dispatch (PMCx029)",250000,7,True,True
,"Data Cache Refills from System (PMCx043)",25000,11,True,True
,"Requests to L2 Group1 (PMCx060)",25000,c8,True,True
,"L1 DTLB Miss (PMCx045)",25000,ff,True,True

"5 HOTTEST FUNCTIONS (Sort Event - CPU clocks)"
FUNCTION,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"acpi_idle_do_entry",0,18643,268,1174,170,293,10,4.3806,0.1093,0.0250,0.0144,69.5634,4.3806,0.0037,0.0634,0.0000,0.0000
"acpi_processor_ffh_cstate_enter",0,4995,43,33,10,13,4,0.7674,0.0302,0.0394,0.0086,116.1628,0.7674,0.0093,0.0233,0.0000,0.0000
"native_write_msr",0,1121,197,180,3,19,1,0.9137,0.0096,0.0106,0.1757,5.6904,0.9137,0.0005,0.0015,0.0000,0.0000
"native_read_msr",0,602,60,95,7,40,4,1.5833,0.0667,0.0421,0.0997,10.0333,1.5833,0.0067,0.0117,0.0000,0.0000
"menu_select",0,451,342,131,22,82,24,0.3830,0.0240,0.0626,0.7583,1.3187,0.3830,0.0070,0.0064,0.0000,0.0000


"ALL PROCESSES (Sort Event - CPU clocks)"
PROCESS,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
