
AMDuProf PROFILE REPORT

EXECUTION
Target Path:
Command Line Arguments:
Working Directory:
Environment Variables:
CPU Details:,"Family(0x17), Model(0x1), Number of Cores(96)"
Operating System:,"LinuxUbuntu 18.04.2 LTS-64 (Kernel: 4.15.0)"

PROFILE DETAILS
Profile Session Type:,"Investigate Data Access"
Profile Scope:,"System-Wide"
CPU Mask:,"0xFFFFFFFF"
CPU Affinity Mask:,"0xFFFFFFFFFFFFFFFFFFFFFFFF"
Profile Start Time:,"Apr-10-2020_23-09-40"
Profile End Time:,"Apr-10-2020_23-10-11"
Profile Duration:,"31 seconds"
Data Folder:,"/tmp/neo4j_bench/q2/one"
Call Stack Sampling:,"False"

Monitored Events:,Name,Interval,Unitmask,User,OS
,"Misaligned loads (PMCx047)",25000,0,True,True
,"Cycles not in Halt (PMCx076)",250000,0,True,True
,"Retired Instructions (PMCx0C0)",250000,0,True,True
,"LS Dispatch (PMCx029)",250000,7,True,True
,"Data Cache Refills from System (PMCx043)",25000,11,True,True
,"Requests to L2 Group1 (PMCx060)",25000,c8,True,True
,"L1 DTLB Miss (PMCx045)",25000,ff,True,True

"5 HOTTEST FUNCTIONS (Sort Event - CPU clocks)"
FUNCTION,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"acpi_idle_do_entry",0,19126,267,1187,173,268,10,4.4457,0.1004,0.0226,0.0140,71.6330,4.4457,0.0037,0.0648,0.0000,0.0000
"native_write_msr",0,1196,225,156,2,11,0,0.6933,0.0049,0.0071,0.1881,5.3156,0.6933,0.0000,0.0009,0.0000,0.0000
"native_read_msr",0,620,40,86,6,35,5,2.1500,0.0875,0.0407,0.0645,15.5000,2.1500,0.0125,0.0150,0.0000,0.0000
"menu_select",0,470,316,116,17,84,15,0.3671,0.0266,0.0724,0.6723,1.4873,0.3671,0.0047,0.0054,0.0000,0.0000
"apic_timer_interrupt",0,354,52,121,0,27,22,2.3269,0.0519,0.0223,0.1469,6.8077,2.3269,0.0423,0.0000,0.0000,0.0000


"ALL PROCESSES (Sort Event - CPU clocks)"
PROCESS,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
[kernel] (PID - 0),0,27943,3084,3545,351,1291,142,1.1495,0.0419,0.0364,0.1104,9.0606,1.1495,0.0046,0.0114,0.0000,0.0000
/usr/bin/gnome-shell (PID - 3406),0,29,13,3,1,2,0,0.2308,0.0154,0.0667,0.4483,2.2308,0.2308,0.0000,0.0077,0.0000,0.0000
/usr/bin/containerd (PID - 2654),0,10,4,6,1,3,0,1.5000,0.0750,0.0500,0.4000,2.5000,1.5000,0.0000,0.0250,0.0000,0.0000
/usr/bin/dockerd (PID - 4140),0,7,5,2,1,2,2,0.4000,0.0400,0.1000,0.7143,1.4000,0.4000,0.0400,0.0200,0.0000,0.0000
/usr/lib/accountsservice/accounts-daemon (PID - 2008),0,5,0,1,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/9:1 (PID - 71282),0,2,1,0,0,0,0,0.0000,0.0000,0.0000,0.5000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000
/usr/lib/rtkit/rtkit-daemon (PID - 3506),0,1,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/21:2 (PID - 72408),0,1,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/24:1 (PID - 72407),0,1,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
kworker/0:2 (PID - 72142),0,1,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000


PROFILE REPORT FOR PROCESS - [kernel] (PID - 0)
PROCESS,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"[kernel]",0,27943,3084,3545,351,1291,142,1.1495,0.0419,0.0364,0.1104,9.0606,1.1495,0.0046,0.0114,0.0000,0.0000

THREAD SUMMARY
THREAD,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"Thread-0",0,27943,3084,3545,351,1291,142,1.1495,0.0419,0.0364,0.1104,9.0606,1.1495,0.0046,0.0114,0.0000,0.0000


MODULE SUMMARY
MODULE,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"[kernel.kallsyms]_text",0,27942,3082,3543,351,1290,142,1.1496,0.0419,0.0364,0.1103,9.0662,1.1496,0.0046,0.0114,0.0000,0.0000
"/lib/modules/4.15.0-91-generic/kernel/arch/x86/kvm/kvm.ko",0,1,2,2,0,1,0,1.0000,0.0500,0.0500,2.0000,0.5000,1.0000,0.0000,0.0000,0.0000,0.0000


FUNCTION SUMMARY
FUNCTION,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
