
AMDuProf PROFILE REPORT

EXECUTION
Target Path:
Command Line Arguments:
Working Directory:
Environment Variables:
CPU Details:,"Family(0x17), Model(0x1), Number of Cores(96)"
Operating System:,"LinuxUbuntu 18.04.2 LTS-64 (Kernel: 4.15.0)"

PROFILE DETAILS
Profile Session Type:,"Investigate Data Access"
Profile Scope:,"System-Wide"
CPU Mask:,"0xFFFFFFFF"
CPU Affinity Mask:,"0xFFFFFFFFFFFFFFFFFFFFFFFF"
Profile Start Time:,"Apr-10-2020_22-36-19"
Profile End Time:,"Apr-10-2020_22-36-49"
Profile Duration:,"30 seconds"
Data Folder:,"/tmp/neo4j_bench/q1/two"
Call Stack Sampling:,"False"

Monitored Events:,Name,Interval,Unitmask,User,OS
,"Misaligned loads (PMCx047)",25000,0,True,True
,"Cycles not in Halt (PMCx076)",250000,0,True,True
,"Retired Instructions (PMCx0C0)",250000,0,True,True
,"LS Dispatch (PMCx029)",250000,7,True,True
,"Data Cache Refills from System (PMCx043)",25000,11,True,True
,"Requests to L2 Group1 (PMCx060)",25000,c8,True,True
,"L1 DTLB Miss (PMCx045)",25000,ff,True,True

"5 HOTTEST FUNCTIONS (Sort Event - CPU clocks)"
FUNCTION,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
"acpi_idle_do_entry",0,19258,292,1174,181,254,16,4.0205,0.0870,0.0216,0.0152,65.9521,4.0205,0.0055,0.0620,0.0000,0.0000
"native_write_msr",0,1172,197,179,2,11,0,0.9086,0.0056,0.0061,0.1681,5.9492,0.9086,0.0000,0.0010,0.0000,0.0000
"native_read_msr",0,582,44,85,6,35,6,1.9318,0.0795,0.0412,0.0756,13.2273,1.9318,0.0136,0.0136,0.0000,0.0000
"menu_select",0,463,307,122,18,90,14,0.3974,0.0293,0.0738,0.6631,1.5081,0.3974,0.0046,0.0059,0.0000,0.0000
"__tick_nohz_idle_enter",0,358,184,122,12,78,0,0.6630,0.0424,0.0639,0.5140,1.9457,0.6630,0.0000,0.0065,0.0000,0.0000


"ALL PROCESSES (Sort Event - CPU clocks)"
PROCESS,"Misalign access","CPU clocks","Ret inst","DC accesses","DC refills L2/sys","DC misses","DTLB L1M","DC access rate","DC miss rate","DC miss ratio","IPC","CPI","DTLB request rate","DTLB L1M rate","DC refill rate","Misalign rate","Misalign ratio"
[kernel] (PID - 0),0,27812,3071,3537,346,1298,153,1.1517,0.0423,0.0367,0.1104,9.0563,1.1517,0.0050,0.0113,0.0000,0.0000
/usr/bin/dockerd (PID - 4140),0,66,155,56,6,21,0,0.3613,0.0135,0.0375,2.3485,0.4258,0.3613,0.0000,0.0039,0.0000,0.0000
/snap/core/8935/usr/lib/snapd/snapd (PID - 36437),0,23,4,0,1,1,0,0.0000,0.0250,0.0000,0.1739,5.7500,0.0000,0.0000,0.0250,0.0000,0.0000
/usr/bin/containerd (PID - 2654),0,21,7,7,0,6,0,1.0000,0.0857,0.0857,0.3333,3.0000,1.0000,0.0000,0.0000,0.0000,0.0000
